trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	1+9	10.0	8	numeric	word	informative	-2	1.1	3.8	1.5	5.0	0.5	3.2
math	26*22	572.0	565	word	word	informative	-7	1.5	5.3	2.4	4.3	0.5	5.1
baseline	6	6.0	2	numeric	word	informative	-4	1.5	3.4	2.5	5.2	0.5	4.2
math	3+18	21.0	18	word	word	noninformative	-3	2.0	4.2	2.2	4.5	0.5	4.6
baseline	21	21.0	23	numeric	numeric	informative	2	2.2	4.2	2.8	5.4	0.5	5.8
math	7-15	-8.0	-8	numeric	word	noninformative	0	2.1	4.6	1.3	4.7	0.5	5.9
math	27-19	8.0	3	numeric	word	noninformative	-5	2.5	3.6	1.3	6.1	0.5	3.4
math	28*1	28.0	28	word	numeric	informative	0	1.0	2.2	2.6	3.1	0.5	4.9
math	25/23	1.1	-4	word	numeric	noninformative	-5	2.9	3.3	1.4	4.8	0.5	3.0
math	24*24	576.0	583	word	word	noninformative	7	1.9	3.7	2.4	4.1	0.5	5.1
baseline	19	19.0	19	numeric	numeric	informative	0	2.3	2.7	2.9	7.7	0.5	5.0
math	26/5	5.2	8	numeric	word	informative	3	1.7	6.2	2.7	4.8	0.5	4.7
math	22/22	1.0	-3	word	numeric	informative	-4	1.7	6.3	2.0	5.9	0.5	4.1
math	22+22	44.0	41	word	word	noninformative	-3	2.8	3.2	3.0	5.2	0.5	3.4
baseline	16	16.0	19	numeric	word	informative	3	2.5	2.6	2.9	6.3	0.5	2.1
math	8/1	8.0	18	word	numeric	informative	10	2.1	4.5	1.5	5.2	0.5	5.9
math	28-8	20.0	29	word	numeric	informative	9	1.1	4.4	1.4	3.1	0.5	3.3
baseline	23	23.0	28	numeric	word	noninformative	5	1.5	4.3	2.1	4.7	0.5	3.6
baseline	7	7.0	10	word	numeric	noninformative	3	2.4	6.4	1.2	3.6	0.5	6.0
math	27+2	29.0	32	word	numeric	informative	3	2.8	3.7	1.9	4.5	0.5	4.7
math	10*5	50.0	49	word	numeric	noninformative	-1	2.1	5.1	1.1	4.5	0.5	3.4
math	9-11	-2.0	0	numeric	numeric	noninformative	2	1.4	6.2	1.5	5.5	0.5	3.8
baseline	15	15.0	11	numeric	numeric	noninformative	-4	1.2	3.0	2.1	4.4	0.5	5.8
baseline	30	30.0	26	numeric	word	noninformative	-4	2.4	6.1	1.8	5.6	0.5	14.6
