trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	8+25	33.0	33	word	numeric	informative	0	2.0	5.0	2.9	6.8	0.5	5.1
addition	14+13	27.0	25	numeric	numeric	noninformative	-2	2.9	3.4	1.3	2.9	0.5	5.0
subtraction	6-6	0.0	2	numeric	word	noninformative	2	2.5	5.7	1.8	4.5	0.5	3.0
multiplication	23*5	115.0	113	word	word	noninformative	-2	1.6	3.2	1.7	4.1	0.5	5.0
subtraction	22-18	4.0	3	numeric	word	informative	-1	1.4	4.2	2.7	6.6	0.5	4.2
multiplication	2*6	12.0	16	word	numeric	informative	4	2.4	4.2	1.9	4.2	0.5	5.2
multiplication	26*1	26.0	19	numeric	word	informative	-7	1.3	2.6	2.7	4.4	0.5	6.9
division	22/4	5.5	6	word	word	noninformative	0	1.8	3.7	2.4	3.8	0.5	7.5
addition	7+26	33.0	32	numeric	word	informative	-1	2.2	3.3	1.2	3.8	0.5	3.5
division	21/9	2.3	3	numeric	word	noninformative	1	1.8	2.9	2.2	2.8	0.5	3.8
division	28/5	5.6	12	numeric	numeric	informative	6	1.0	5.0	1.3	5.2	0.5	4.6
multiplication	22*3	66.0	65	word	numeric	noninformative	-1	2.8	4.1	1.2	5.5	0.5	5.8
multiplication	27*9	243.0	241	word	numeric	informative	-2	2.8	6.4	2.7	7.2	0.5	6.2
division	21/21	1.0	9	numeric	numeric	noninformative	8	1.6	2.6	1.9	4.2	0.5	3.7
addition	11+7	18.0	21	word	numeric	noninformative	3	2.2	3.0	1.3	4.7	0.5	3.9
subtraction	17-5	12.0	11	word	numeric	informative	-1	3.0	2.8	2.1	5.9	0.5	4.1
subtraction	9-10	-1.0	2	word	word	noninformative	3	2.7	4.2	2.2	5.3	0.5	3.3
multiplication	10*6	60.0	63	word	numeric	informative	3	1.1	6.1	2.5	3.8	0.5	4.6
addition	6+1	7.0	7	numeric	word	informative	0	1.6	3.5	2.3	4.5	0.5	3.5
division	20/5	4.0	7	word	numeric	noninformative	3	1.6	5.6	2.1	3.8	0.5	3.9
addition	18+20	38.0	35	word	word	informative	-3	2.6	4.1	1.4	4.7	0.5	3.2
division	22/15	1.5	1	numeric	numeric	informative	0	2.3	4.6	1.5	5.4	0.5	3.4
subtraction	19-29	-10.0	-2	numeric	word	noninformative	8	1.2	5.4	2.0	4.4	0.5	5.3
subtraction	9-15	-6.0	-10	numeric	word	noninformative	-4	1.0	6.1	1.8	4.0	0.5	3.5
