trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	1+10	11.0	15	word	numeric	noninformative	4	1.5	7.8	2.4	4.2	0.5	5.7
multiplication	6*3	18.0	15	numeric	word	informative	-3	1.3	3.9	1.9	3.1	0.5	3.5
division	25/3	8.3	8	numeric	word	informative	0	2.3	3.6	1.4	4.3	0.5	2.7
multiplication	22*1	22.0	29	numeric	numeric	informative	7	1.3	3.9	1.1	5.5	0.5	4.3
subtraction	4-9	-5.0	-10	numeric	numeric	informative	-5	1.0	3.9	1.3	4.0	0.5	3.6
subtraction	1-26	-25.0	-23	word	numeric	informative	2	2.2	2.8	1.5	4.0	0.5	5.2
addition	17+22	39.0	35	word	numeric	noninformative	-4	2.9	6.1	1.9	6.1	0.5	3.5
addition	15+4	19.0	16	numeric	word	noninformative	-3	1.4	4.6	3.0	3.5	0.5	5.0
multiplication	15*9	135.0	142	word	word	noninformative	7	1.4	3.2	2.5	5.2	0.5	3.4
addition	4+7	11.0	11	word	numeric	informative	0	2.0	3.9	2.1	4.9	0.5	4.1
addition	16+27	43.0	44	numeric	numeric	informative	1	2.1	5.7	1.1	3.6	0.5	4.0
division	4/2	2.0	9	numeric	word	noninformative	7	2.8	4.2	2.9	3.5	0.5	5.1
multiplication	14*1	14.0	15	numeric	word	informative	1	2.7	5.0	2.4	3.2	0.5	4.6
division	7/2	3.5	6	word	word	noninformative	2	2.6	5.3	1.5	3.5	0.5	4.2
division	26/20	1.3	4	numeric	numeric	noninformative	3	2.7	3.4	1.1	3.9	0.5	5.7
subtraction	12-2	10.0	9	numeric	word	informative	-1	1.6	6.0	2.8	8.0	0.5	3.7
subtraction	20-4	16.0	15	word	word	informative	-1	2.8	5.9	1.5	4.2	0.5	3.4
subtraction	19-22	-3.0	-11	numeric	numeric	noninformative	-8	1.9	3.1	1.8	3.3	0.5	3.3
multiplication	29*6	174.0	172	word	numeric	noninformative	-2	1.1	4.4	2.4	6.0	0.5	3.6
multiplication	20*2	40.0	40	numeric	numeric	noninformative	0	2.4	5.1	1.3	4.4	0.5	3.9
division	26/6	4.3	3	word	word	informative	-1	2.4	4.3	2.4	5.0	0.5	5.4
division	30/24	1.2	4	word	word	noninformative	3	1.6	6.6	1.1	4.7	0.5	2.7
addition	15+26	41.0	37	word	numeric	noninformative	-4	2.6	3.5	1.2	4.4	0.5	4.7
subtraction	7-17	-10.0	-19	word	word	informative	-9	2.9	6.1	2.8	6.5	0.5	6.6
