trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	11	11.0	12	word	numeric	noninformative	1	1.7	4.0	2.6	4.8	0.5	4.1
math	12-8	4.0	3	word	word	noninformative	-1	2.0	4.3	1.0	3.5	0.5	4.5
math	30+30	60.0	58	word	word	informative	-2	2.9	4.9	2.2	3.6	0.5	4.4
baseline	30	30.0	31	numeric	word	noninformative	1	2.1	5.1	2.2	4.3	0.5	4.0
math	13-14	-1.0	4	word	word	informative	5	2.9	4.5	2.0	2.9	0.5	4.2
math	12-8	4.0	3	numeric	word	noninformative	-1	2.9	3.7	1.1	4.9	0.5	3.8
baseline	7	7.0	3	numeric	numeric	informative	-4	2.3	3.1	1.9	3.7	0.5	3.5
math	5+12	17.0	17	word	word	noninformative	0	1.8	5.9	2.5	4.2	0.5	7.3
math	27/22	1.2	-3	numeric	word	noninformative	-4	1.5	4.0	2.5	4.8	0.5	3.2
baseline	9	9.0	7	word	numeric	noninformative	-2	2.2	3.3	3.0	4.1	0.5	7.3
math	6+10	16.0	10	word	numeric	informative	-6	1.7	4.8	2.1	4.1	0.5	3.4
math	8-17	-9.0	1	word	numeric	noninformative	10	2.6	4.7	1.1	3.4	0.5	2.5
math	9/6	1.5	10	numeric	numeric	informative	8	2.7	4.9	2.1	4.2	0.5	4.1
math	29/16	1.8	4	numeric	word	informative	2	1.0	6.9	2.7	5.2	0.5	4.1
math	19*11	209.0	212	numeric	word	noninformative	3	2.2	6.0	2.6	6.9	0.5	5.9
math	12+18	30.0	26	word	word	noninformative	-4	2.0	4.3	1.0	5.0	0.5	5.4
baseline	17	17.0	14	numeric	word	informative	-3	3.0	6.6	1.8	3.7	0.5	3.7
math	1*8	8.0	7	numeric	numeric	informative	-1	1.8	5.2	2.5	3.7	0.5	4.0
baseline	9	9.0	9	numeric	numeric	noninformative	0	1.2	4.1	2.6	5.2	0.5	3.1
baseline	2	2.0	1	numeric	numeric	informative	-1	2.2	3.3	2.5	5.8	0.5	3.6
math	5*6	30.0	28	word	numeric	noninformative	-2	1.8	3.0	1.7	4.6	0.5	4.9
math	27/14	1.9	1	word	numeric	informative	-1	2.1	3.8	2.8	7.8	0.5	4.1
math	29*27	783.0	788	numeric	word	informative	5	2.4	6.9	1.8	4.3	0.5	5.3
baseline	11	11.0	21	word	numeric	informative	10	1.8	3.2	2.7	5.5	0.5	9.1
