trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	19/6	3.2	10	numeric	numeric	noninformative	7	1.1	4.1	2.6	5.1	0.5	4.1
division	13/7	1.9	1	numeric	word	informative	-1	2.6	5.2	1.8	5.6	0.5	3.9
multiplication	14*7	98.0	107	numeric	numeric	informative	9	2.9	5.2	1.2	5.7	0.5	4.6
multiplication	5*7	35.0	26	numeric	word	noninformative	-9	1.5	3.0	2.8	4.6	0.5	2.9
addition	27+1	28.0	26	word	numeric	noninformative	-2	1.6	4.3	2.0	4.3	0.5	6.7
subtraction	29-30	-1.0	-4	numeric	numeric	noninformative	-3	1.0	6.2	2.6	4.5	0.5	7.5
subtraction	25-30	-5.0	-2	numeric	numeric	noninformative	3	2.1	3.9	1.4	4.4	0.5	5.1
subtraction	30-16	14.0	9	word	numeric	informative	-5	1.9	3.5	1.1	3.0	0.5	5.7
subtraction	3-27	-24.0	-20	numeric	numeric	informative	4	1.7	4.0	1.2	4.9	0.5	4.7
multiplication	7*3	21.0	14	numeric	word	noninformative	-7	1.4	4.3	1.9	5.5	0.5	4.9
division	29/22	1.3	-1	word	numeric	noninformative	-2	2.0	6.9	2.8	5.0	0.5	4.2
multiplication	29*9	261.0	271	word	word	noninformative	10	1.7	3.4	2.1	5.9	0.5	3.4
division	22/14	1.6	-3	word	word	noninformative	-5	1.3	3.6	1.6	3.2	0.5	2.8
addition	19+14	33.0	25	word	numeric	noninformative	-8	2.3	5.3	2.1	2.6	0.5	3.3
subtraction	27-2	25.0	28	numeric	numeric	informative	3	2.3	3.3	1.8	4.8	0.5	4.8
addition	19+23	42.0	34	word	word	informative	-8	1.6	4.6	3.0	4.0	0.5	4.3
addition	14+12	26.0	22	word	word	noninformative	-4	1.3	5.4	1.5	6.2	0.5	5.7
multiplication	20*1	20.0	12	word	numeric	informative	-8	1.0	8.0	1.9	3.9	0.5	3.6
subtraction	8-12	-4.0	-10	numeric	word	informative	-6	2.6	3.4	1.1	6.9	0.5	4.6
addition	3+28	31.0	28	word	numeric	informative	-3	2.8	4.4	2.7	3.5	0.5	5.9
multiplication	30*2	60.0	60	word	word	noninformative	0	1.3	4.9	1.6	3.9	0.5	3.6
addition	13+24	37.0	36	numeric	word	informative	-1	1.4	4.1	2.9	4.1	0.5	4.6
division	22/5	4.4	-1	numeric	word	informative	-5	2.0	5.6	1.2	6.1	0.5	3.3
division	17/5	3.4	4	word	word	informative	1	2.3	3.4	1.1	4.0	0.5	5.6
