trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	28	28.0	21	word	word	informative	-7	2.6	4.4	2.2	4.4	0.5	3.2
math	19*26	494.0	504	numeric	word	informative	10	1.4	3.8	2.4	3.0	0.5	3.8
baseline	15	15.0	16	numeric	word	informative	1	2.8	6.8	1.4	6.5	0.5	3.9
math	10+12	22.0	21	word	word	informative	-1	2.0	4.3	2.1	4.2	0.5	2.7
math	1+9	10.0	17	numeric	numeric	noninformative	7	2.9	7.0	1.6	2.8	0.5	4.2
math	5-26	-21.0	-25	numeric	word	noninformative	-4	1.0	3.4	1.3	4.7	0.5	5.8
math	22*20	440.0	430	numeric	numeric	noninformative	-10	2.8	3.2	2.9	5.2	0.5	2.6
math	7+28	35.0	35	numeric	numeric	informative	0	2.3	4.7	2.2	4.9	0.5	5.3
math	17*2	34.0	36	numeric	word	noninformative	2	1.6	5.0	2.8	3.3	0.5	5.1
math	25/21	1.2	9	word	numeric	noninformative	8	1.7	3.4	1.9	6.7	0.5	3.8
math	25+23	48.0	41	numeric	numeric	noninformative	-7	1.3	5.3	1.1	4.9	0.5	6.1
math	20-24	-4.0	5	word	numeric	informative	9	2.0	3.3	1.3	4.8	0.5	5.3
math	16-25	-9.0	-11	word	word	noninformative	-2	2.8	3.5	1.7	4.5	0.5	3.8
math	30/30	1.0	2	word	numeric	informative	1	1.9	3.3	1.9	5.4	0.5	5.4
baseline	28	28.0	25	numeric	numeric	noninformative	-3	1.9	5.1	1.9	3.6	0.5	3.9
math	26/1	26.0	22	numeric	numeric	noninformative	-4	2.8	5.2	2.1	6.5	0.5	5.1
baseline	30	30.0	36	word	numeric	informative	6	2.3	5.1	2.5	4.7	0.5	7.7
math	3*7	21.0	20	word	numeric	noninformative	-1	1.2	4.1	2.8	5.8	0.5	6.8
math	23-21	2.0	0	word	word	informative	-2	1.1	5.2	2.5	5.6	0.5	4.2
math	15/12	1.2	10	word	numeric	informative	9	2.4	2.9	1.6	4.3	0.5	4.1
baseline	3	3.0	0	word	word	informative	-3	2.4	4.1	1.4	2.9	0.5	3.7
baseline	7	7.0	11	word	word	informative	4	1.1	3.2	1.5	2.8	0.5	3.5
baseline	4	4.0	7	numeric	word	noninformative	3	1.9	6.4	2.5	4.1	0.5	4.0
baseline	2	2.0	6	numeric	word	noninformative	4	1.7	3.7	1.9	5.4	0.5	15.2
