trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	11*15	165.0	173	numeric	numeric	informative	8	1.6	2.3	2.0	2.9	4.5	4.6
math	11-20	-9.0	-15	word	word	noninformative	-6	2.9	3.0	2.0	4.4	5.8	5.6
math	15/12	1.2	-3	numeric	numeric	informative	-4	1.6	1.3	2.0	3.6	4.8	4.0
baseline	18	18.0	15	word	numeric	informative	-3	2.0	2.8	2.0	3.6	3.3	4.3
math	3*22	66.0	71	numeric	word	informative	5	2.8	3.0	2.0	4.6	5.4	7.3
baseline	8	8.0	14	word	word	noninformative	6	2.6	2.4	2.0	5.1	3.9	7.0
math	11/9	1.2	1	word	numeric	informative	0	3.0	2.3	2.0	4.1	5.9	5.1
baseline	3	3.0	12	word	word	informative	9	1.7	2.0	2.0	3.2	4.1	4.3
math	21/6	3.5	2	numeric	numeric	informative	-2	2.9	2.3	2.0	4.8	4.2	3.5
baseline	8	8.0	18	numeric	word	noninformative	10	2.4	2.0	2.0	4.5	3.0	7.8
math	28-30	-2.0	-7	word	numeric	noninformative	-5	2.9	2.6	2.0	6.6	6.1	4.6
math	14-18	-4.0	-8	word	word	noninformative	-4	1.6	1.1	2.0	2.9	2.5	6.2
math	12+28	40.0	46	word	word	noninformative	6	2.2	2.1	2.0	5.1	3.9	4.2
math	27+21	48.0	45	numeric	word	informative	-3	2.0	1.1	2.0	3.0	2.7	3.9
math	6-8	-2.0	-4	word	numeric	noninformative	-2	2.8	2.2	2.0	5.5	4.9	3.5
math	27+26	53.0	51	numeric	numeric	noninformative	-2	1.1	2.8	2.0	5.3	5.2	7.8
baseline	6	6.0	10	numeric	word	informative	4	1.6	1.1	2.0	3.1	7.0	6.1
math	2*28	56.0	57	word	numeric	noninformative	1	1.2	1.9	2.0	3.8	5.8	4.9
baseline	21	21.0	26	numeric	word	noninformative	5	1.5	1.3	2.0	3.8	3.3	4.0
baseline	7	7.0	14	numeric	numeric	noninformative	7	1.0	1.3	2.0	6.3	5.9	3.6
math	17/7	2.4	3	word	word	informative	1	1.2	2.1	2.0	5.3	4.5	3.5
math	20+10	30.0	31	word	numeric	informative	1	1.2	1.2	2.0	4.6	6.6	5.7
math	17*23	391.0	391	numeric	word	informative	0	2.1	2.0	2.0	5.0	3.5	4.6
baseline	14	14.0	13	numeric	numeric	noninformative	-1	2.3	2.6	2.0	8.0	6.2	2.8
