trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	7*9	63.0	64	word	word	noninformative	1	1.6	6.3	2.8	3.8	0.5	4.5
division	15/6	2.5	10	numeric	numeric	informative	8	2.4	3.5	1.7	3.8	0.5	2.7
addition	1+19	20.0	25	numeric	numeric	noninformative	5	2.8	5.4	1.2	4.9	0.5	4.0
addition	17+6	23.0	26	word	word	informative	3	1.2	5.0	1.0	4.0	0.5	4.5
subtraction	24-6	18.0	21	word	word	noninformative	3	2.1	5.6	2.3	4.8	0.5	3.7
division	22/11	2.0	9	numeric	numeric	noninformative	7	1.0	4.9	1.9	3.4	0.5	3.2
division	23/3	7.7	14	word	word	informative	6	2.1	5.3	2.8	4.3	0.5	5.1
addition	26+23	49.0	50	word	word	informative	1	2.2	3.9	2.9	5.0	0.5	6.8
addition	12+10	22.0	22	word	numeric	noninformative	0	2.4	4.0	2.0	2.5	0.5	3.5
multiplication	23*2	46.0	56	word	word	noninformative	10	2.0	7.6	1.8	3.3	0.5	4.5
subtraction	12-30	-18.0	-14	numeric	numeric	noninformative	4	2.3	3.6	2.5	4.9	0.5	4.8
division	14/7	2.0	3	word	numeric	informative	1	2.0	5.5	2.1	6.7	0.5	3.8
division	11/2	5.5	16	numeric	word	informative	10	1.0	3.7	2.2	5.9	0.5	4.5
subtraction	20-28	-8.0	-7	word	numeric	informative	1	2.2	3.9	2.1	3.9	0.5	2.6
addition	6+7	13.0	7	word	numeric	informative	-6	1.7	6.7	3.0	2.7	0.5	2.7
multiplication	18*6	108.0	108	numeric	numeric	informative	0	2.9	3.9	2.4	4.7	0.5	5.5
multiplication	2*1	2.0	3	word	numeric	noninformative	1	2.7	2.9	2.3	4.4	0.5	4.0
multiplication	28*6	168.0	177	numeric	word	noninformative	9	1.9	4.7	2.8	4.9	0.5	4.1
subtraction	17-7	10.0	12	numeric	word	informative	2	1.8	4.3	2.6	4.9	0.5	3.1
multiplication	26*7	182.0	180	numeric	word	informative	-2	2.0	6.6	1.2	5.8	0.5	3.7
subtraction	4-18	-14.0	-11	numeric	numeric	noninformative	3	2.5	3.0	1.9	3.7	0.5	3.4
subtraction	30-12	18.0	20	word	numeric	noninformative	2	1.3	4.6	2.7	4.2	0.5	4.5
division	26/16	1.6	0	numeric	word	noninformative	-2	2.7	3.3	2.8	3.5	0.5	5.3
addition	25+10	35.0	35	numeric	word	informative	0	2.8	4.0	2.2	3.9	0.5	3.9
