trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	18/5	3.6	-6	word	numeric	noninformative	-10	2.3	2.7	2.0	5.2	4.1	5.0
math	28/23	1.2	-6	numeric	numeric	noninformative	-7	2.0	1.4	2.0	6.6	3.5	6.3
math	29*3	87.0	84	word	numeric	informative	-3	2.7	2.3	2.0	4.0	3.5	2.6
math	15*21	315.0	309	numeric	word	informative	-6	1.1	1.2	2.0	4.4	5.7	4.2
math	1-7	-6.0	-8	word	numeric	informative	-2	2.6	1.8	2.0	3.6	4.2	5.1
math	24/5	4.8	4	word	numeric	informative	-1	2.1	1.2	2.0	4.4	4.5	6.1
baseline	4	4.0	14	numeric	numeric	noninformative	10	1.6	1.3	2.0	3.4	4.2	4.1
math	23-19	4.0	-6	numeric	numeric	noninformative	-10	1.1	1.4	2.0	5.4	5.1	6.1
baseline	11	11.0	11	word	numeric	informative	0	3.0	2.0	2.0	5.9	5.4	4.7
math	6*26	156.0	157	word	word	informative	1	1.0	1.2	2.0	3.8	2.9	7.6
math	25+20	45.0	54	numeric	numeric	noninformative	9	2.5	1.5	2.0	5.0	3.7	3.7
math	26-9	17.0	21	numeric	word	noninformative	4	2.5	1.0	2.0	4.9	3.3	5.3
baseline	12	12.0	14	word	word	informative	2	1.8	2.8	2.0	3.1	3.4	7.6
math	11+19	30.0	31	word	numeric	noninformative	1	2.0	2.1	2.0	4.8	5.5	4.9
baseline	4	4.0	4	word	word	noninformative	0	2.9	1.3	2.0	6.1	3.9	4.5
math	18+26	44.0	43	word	word	informative	-1	1.8	2.9	2.0	6.4	4.5	4.9
baseline	20	20.0	19	numeric	word	noninformative	-1	2.9	2.1	2.0	4.3	3.8	5.3
math	21/6	3.5	12	numeric	word	informative	8	2.0	1.1	2.0	5.4	5.5	6.0
math	20+30	50.0	53	numeric	numeric	noninformative	3	1.2	2.0	2.0	7.1	5.8	3.5
math	15-29	-14.0	-15	word	numeric	noninformative	-1	2.6	2.3	2.0	6.5	3.4	2.9
math	25*27	675.0	674	numeric	word	noninformative	-1	1.4	2.6	2.0	3.7	5.5	5.5
baseline	9	9.0	13	word	word	informative	4	2.1	2.7	2.0	4.6	3.5	4.6
baseline	15	15.0	24	numeric	word	informative	9	1.6	1.5	2.0	4.1	4.0	5.1
baseline	18	18.0	8	numeric	word	informative	-10	2.6	2.9	2.0	6.5	5.4	4.2
