trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	18	18.0	19	numeric	numeric	noninformative	1	2.7	1.3	2.0	3.3	7.3	4.8
math	5*27	135.0	141	word	word	noninformative	6	2.7	1.8	2.0	3.3	3.8	5.2
baseline	10	10.0	14	word	word	informative	4	1.8	1.9	2.0	4.0	4.0	3.5
math	24+27	51.0	52	numeric	word	noninformative	1	2.8	2.5	2.0	3.4	4.7	4.5
math	23-1	22.0	19	numeric	word	noninformative	-3	2.8	1.3	2.0	4.2	4.4	4.4
baseline	3	3.0	5	numeric	word	noninformative	2	2.1	1.7	2.0	5.6	4.7	3.3
baseline	16	16.0	26	word	numeric	informative	10	1.9	2.0	2.0	3.3	3.5	3.7
math	23-6	17.0	15	word	numeric	informative	-2	2.6	2.7	2.0	5.5	4.9	4.5
baseline	29	29.0	28	word	word	informative	-1	2.7	1.8	2.0	4.9	6.4	5.0
math	23-20	3.0	-7	word	word	noninformative	-10	2.9	1.4	2.0	5.1	3.8	6.2
baseline	29	29.0	27	numeric	word	informative	-2	2.1	1.6	2.0	5.4	7.3	6.9
math	20+4	24.0	24	numeric	numeric	noninformative	0	1.7	1.7	2.0	3.1	5.9	7.8
baseline	20	20.0	19	numeric	word	informative	-1	1.6	2.6	2.0	4.2	7.3	3.3
math	2-12	-10.0	-6	numeric	numeric	informative	4	2.3	1.3	2.0	3.4	4.7	3.2
baseline	1	1.0	-1	word	word	noninformative	-2	1.8	1.5	2.0	3.7	4.8	4.6
math	2*27	54.0	51	word	numeric	informative	-3	2.9	2.3	2.0	3.2	7.1	4.8
math	1+1	2.0	1	word	word	noninformative	-1	2.2	2.0	2.0	3.7	4.4	5.0
math	19/8	2.4	1	numeric	numeric	noninformative	-1	2.8	2.1	2.0	4.6	5.2	4.7
math	3+4	7.0	17	numeric	numeric	informative	10	2.1	1.8	2.0	5.0	5.4	4.5
math	20/7	2.9	4	numeric	numeric	noninformative	1	1.6	2.7	2.0	5.1	4.1	6.3
math	30/18	1.7	3	numeric	numeric	informative	1	2.1	1.5	2.0	4.7	4.5	5.1
math	15*29	435.0	440	word	numeric	informative	5	2.3	1.4	2.0	5.4	6.4	4.9
math	5*9	45.0	42	word	word	informative	-3	2.5	1.1	2.0	5.6	4.9	3.6
math	29/17	1.7	0	word	numeric	noninformative	-2	1.9	2.0	2.0	2.9	3.1	4.1
