trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	5	5.0	8	numeric	word	informative	3	1.1	2.2	2.0	2.9	5.1	5.3
math	23*18	414.0	418	word	numeric	noninformative	4	2.2	1.5	2.0	4.9	6.2	2.9
math	20-14	6.0	5	word	numeric	informative	-1	2.3	1.5	2.0	4.6	5.0	4.5
math	1*27	27.0	26	numeric	word	informative	-1	2.7	1.5	2.0	4.3	4.2	4.0
math	29+23	52.0	44	word	word	noninformative	-8	1.9	2.2	2.0	4.8	4.4	4.7
math	27/25	1.1	5	word	word	informative	4	1.8	1.6	2.0	6.3	4.8	5.1
math	17+21	38.0	33	numeric	word	informative	-5	2.5	1.1	2.0	3.8	4.0	6.2
baseline	29	29.0	29	numeric	word	informative	0	1.2	2.0	2.0	3.5	5.2	3.0
baseline	15	15.0	15	word	word	noninformative	0	2.2	2.3	2.0	6.7	3.5	3.8
math	16/2	8.0	8	numeric	word	noninformative	0	1.1	2.9	2.0	4.3	6.4	5.1
baseline	13	13.0	17	word	word	noninformative	4	2.4	2.7	2.0	3.5	3.3	4.3
math	22+7	29.0	33	numeric	numeric	informative	4	2.8	1.6	2.0	5.6	4.2	4.3
math	9-28	-19.0	-19	numeric	numeric	informative	0	1.9	2.1	2.0	5.9	4.7	5.0
baseline	1	1.0	-7	word	numeric	noninformative	-8	3.0	2.8	2.0	4.5	5.2	5.0
math	24-5	19.0	18	numeric	word	noninformative	-1	3.0	1.8	2.0	4.5	3.5	7.0
math	15*11	165.0	167	numeric	numeric	informative	2	2.7	1.6	2.0	6.8	6.0	4.1
baseline	26	26.0	20	word	numeric	informative	-6	1.7	2.3	2.0	5.3	3.5	3.3
baseline	29	29.0	30	numeric	numeric	noninformative	1	1.3	1.7	2.0	5.4	3.0	4.3
math	10-29	-19.0	-9	numeric	numeric	informative	10	2.7	2.3	2.0	3.7	3.6	6.6
math	6/1	6.0	2	word	numeric	informative	-4	1.9	1.5	2.0	4.9	4.6	4.6
math	2*15	30.0	20	word	numeric	noninformative	-10	2.3	2.9	2.0	5.6	6.2	3.3
baseline	22	22.0	20	numeric	word	noninformative	-2	1.8	1.3	2.0	5.4	4.6	4.8
math	9+29	38.0	39	word	numeric	noninformative	1	1.8	1.8	2.0	3.9	2.7	2.9
math	24/1	24.0	29	word	word	noninformative	5	2.5	1.2	2.0	9.5	5.1	7.1
