trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	7-30	-23.0	-22	word	word	informative	1	2.7	2.6	2.0	3.8	7.2	4.2
math	17-16	1.0	0	word	numeric	informative	-1	2.0	1.5	2.0	2.7	4.0	4.1
math	30/6	5.0	4	word	word	informative	-1	1.4	2.2	2.0	4.6	4.4	5.9
baseline	23	23.0	25	numeric	numeric	informative	2	2.5	1.3	2.0	4.2	5.1	7.9
math	12+22	34.0	42	numeric	numeric	informative	8	2.3	2.2	2.0	3.0	5.7	7.5
baseline	2	2.0	-2	word	word	informative	-4	1.1	1.1	2.0	3.8	4.3	4.7
baseline	30	30.0	34	numeric	word	noninformative	4	1.1	2.6	2.0	6.0	6.4	4.1
math	28*16	448.0	447	word	numeric	noninformative	-1	1.8	1.6	2.0	4.9	5.9	3.0
math	1-6	-5.0	-9	numeric	numeric	noninformative	-4	3.0	2.9	2.0	5.0	7.4	4.9
math	28+5	33.0	37	numeric	numeric	noninformative	4	1.2	2.7	2.0	3.8	4.0	4.5
math	17-14	3.0	-2	word	numeric	informative	-5	1.2	1.1	2.0	4.1	5.0	3.4
math	18*16	288.0	280	numeric	numeric	informative	-8	2.1	1.8	2.0	5.3	3.7	5.7
baseline	1	1.0	-5	numeric	word	noninformative	-6	2.6	1.6	2.0	5.4	6.3	5.3
math	29/20	1.4	-4	word	numeric	noninformative	-5	1.8	2.5	2.0	6.4	7.3	4.4
math	21/7	3.0	2	numeric	numeric	informative	-1	1.7	1.2	2.0	4.0	4.2	3.2
math	10*6	60.0	53	numeric	numeric	informative	-7	1.1	2.0	2.0	4.2	4.8	5.5
math	15*27	405.0	406	word	numeric	noninformative	1	1.7	1.8	2.0	5.8	6.4	2.9
math	7/3	2.3	5	numeric	word	noninformative	3	2.1	2.4	2.0	5.0	5.4	4.9
baseline	17	17.0	13	word	word	noninformative	-4	2.1	2.3	2.0	7.8	4.6	4.0
baseline	12	12.0	19	numeric	word	informative	7	2.4	1.7	2.0	3.3	4.2	3.8
baseline	10	10.0	9	word	word	noninformative	-1	2.1	1.7	2.0	8.0	3.7	4.1
math	1+27	28.0	29	word	word	noninformative	1	2.2	1.5	2.0	5.1	4.4	3.5
baseline	15	15.0	12	numeric	word	noninformative	-3	2.6	2.1	2.0	3.8	4.2	3.0
math	10+10	20.0	20	word	word	informative	0	2.7	2.3	2.0	1.6	3.8	5.3
