trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	8	8.0	8	numeric	word	noninformative	0	2.8	1.1	2.0	5.1	5.2	4.3
math	28+18	46.0	47	word	word	informative	1	1.1	2.3	2.0	5.5	5.3	5.3
math	7+1	8.0	7	numeric	word	informative	-1	1.2	1.5	2.0	2.7	4.5	3.9
math	25*11	275.0	275	word	numeric	informative	0	2.6	2.0	2.0	3.9	7.8	4.5
baseline	28	28.0	33	numeric	word	informative	5	3.0	2.2	2.0	3.0	5.9	7.6
math	9/5	1.8	10	word	numeric	noninformative	8	1.5	1.9	2.0	5.9	4.8	4.3
baseline	13	13.0	19	word	word	noninformative	6	2.7	2.5	2.0	4.0	5.1	2.9
math	29/22	1.3	2	word	word	noninformative	1	1.9	2.9	2.0	4.1	4.4	4.2
math	13+12	25.0	25	word	word	noninformative	0	2.3	1.4	2.0	6.0	4.1	4.7
baseline	6	6.0	4	word	numeric	informative	-2	2.6	2.4	2.0	4.7	6.0	5.1
math	10+16	26.0	25	word	numeric	noninformative	-1	2.3	2.6	2.0	6.1	4.2	2.5
math	16/6	2.7	6	numeric	numeric	noninformative	3	1.3	2.1	2.0	3.8	6.0	3.6
math	9-25	-16.0	-8	numeric	numeric	informative	8	3.0	2.7	2.0	4.8	4.2	4.8
baseline	25	25.0	16	numeric	numeric	noninformative	-9	2.3	1.0	2.0	4.0	6.4	4.1
math	29*2	58.0	62	word	word	informative	4	1.1	2.2	2.0	5.7	5.4	4.2
baseline	30	30.0	33	numeric	numeric	informative	3	2.2	2.2	2.0	3.5	2.4	4.0
baseline	18	18.0	20	numeric	numeric	noninformative	2	1.7	2.1	2.0	3.8	3.6	5.7
math	28*14	392.0	392	word	word	noninformative	0	2.5	2.8	2.0	4.2	6.3	3.7
baseline	3	3.0	1	numeric	word	informative	-2	1.2	2.6	2.0	3.8	5.8	5.1
math	17-20	-3.0	-1	numeric	word	informative	2	2.0	1.7	2.0	3.7	3.7	3.5
math	15-13	2.0	-1	numeric	numeric	informative	-3	2.3	2.5	2.0	5.3	3.4	6.2
math	29/22	1.3	5	numeric	numeric	informative	4	2.7	2.8	2.0	3.4	5.3	3.1
math	26-23	3.0	1	word	numeric	noninformative	-2	1.2	2.3	2.0	3.4	3.9	2.9
math	30*4	120.0	120	word	word	noninformative	0	1.6	2.3	2.0	9.3	6.5	6.7
