trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	28/20	1.4	-9	numeric	numeric	informative	-10	2.0	5.6	2.7	5.0	0.5	5.4
math	17+9	26.0	25	word	numeric	informative	-1	1.7	6.4	2.3	5.6	0.5	3.8
math	11/9	1.2	1	word	numeric	noninformative	0	1.1	3.9	2.9	4.7	0.5	7.9
math	30-27	3.0	4	numeric	numeric	noninformative	1	2.3	5.0	2.8	4.1	0.5	5.1
math	22+21	43.0	44	word	word	informative	1	1.4	4.2	1.6	3.2	0.5	3.9
math	21-12	9.0	6	word	numeric	informative	-3	2.4	3.8	3.0	4.0	0.5	4.8
math	28*29	812.0	814	word	numeric	informative	2	2.6	5.1	2.8	3.5	0.5	3.8
math	28+10	38.0	38	numeric	word	noninformative	0	2.3	5.3	2.3	5.9	0.5	3.2
math	12*24	288.0	288	numeric	word	informative	0	2.3	3.6	1.5	4.8	0.5	4.4
math	5*4	20.0	21	numeric	word	informative	1	2.0	5.2	1.6	4.6	0.5	4.3
math	3+18	21.0	26	numeric	word	informative	5	1.9	5.1	2.2	3.3	0.5	7.4
baseline	5	5.0	5	numeric	word	informative	0	1.5	3.0	2.7	3.7	0.5	4.5
baseline	25	25.0	28	word	word	informative	3	1.5	3.4	2.7	4.1	0.5	6.8
baseline	28	28.0	27	word	numeric	noninformative	-1	1.4	4.8	1.2	2.9	0.5	3.3
math	20-1	19.0	24	numeric	numeric	noninformative	5	1.6	6.3	1.6	4.1	0.5	3.5
baseline	2	2.0	3	word	word	noninformative	1	1.8	4.7	1.9	3.9	0.5	4.1
math	14/6	2.3	-5	word	word	informative	-7	1.1	4.6	2.1	3.6	0.5	3.7
baseline	14	14.0	14	word	numeric	noninformative	0	1.6	4.2	2.1	4.0	0.5	3.0
baseline	10	10.0	9	word	word	noninformative	-1	2.1	4.1	1.7	3.0	0.5	6.6
baseline	30	30.0	28	word	numeric	informative	-2	2.0	6.0	2.1	4.9	0.5	3.1
math	22*21	462.0	458	numeric	word	noninformative	-4	1.2	6.5	2.4	5.7	0.5	4.6
math	10-12	-2.0	6	numeric	numeric	noninformative	8	2.1	4.0	2.5	3.9	0.5	6.3
math	21/12	1.8	5	numeric	numeric	noninformative	3	2.4	3.6	2.2	2.8	0.5	6.5
baseline	18	18.0	18	numeric	word	noninformative	0	2.9	4.7	2.8	2.8	0.5	11.9
