trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	22*6	132.0	123	word	numeric	noninformative	-9	1.6	4.4	2.8	6.4	0.5	5.2
baseline	22	22.0	22	numeric	word	noninformative	0	2.6	2.9	2.3	3.0	0.5	6.5
math	12-2	10.0	6	numeric	word	noninformative	-4	1.7	4.5	2.7	3.5	0.5	5.5
baseline	23	23.0	22	word	word	noninformative	-1	1.4	4.9	2.6	7.5	0.5	3.9
baseline	5	5.0	11	numeric	word	informative	6	1.2	5.7	2.8	4.0	0.5	3.5
math	7+8	15.0	23	numeric	word	noninformative	8	2.9	6.2	1.9	5.4	0.5	5.9
baseline	10	10.0	11	numeric	numeric	informative	1	2.7	5.2	1.6	2.7	0.5	3.0
math	1+29	30.0	40	word	numeric	noninformative	10	2.7	4.2	2.8	3.9	0.5	4.4
math	2*27	54.0	58	numeric	numeric	informative	4	1.2	3.2	1.2	4.6	0.5	4.1
math	27/11	2.5	5	word	numeric	informative	3	2.5	6.9	1.2	2.6	0.5	4.1
math	11*25	275.0	276	word	numeric	informative	1	2.7	3.3	2.4	4.9	0.5	5.4
math	3-13	-10.0	-14	numeric	numeric	noninformative	-4	1.3	5.0	2.0	5.9	0.5	7.2
baseline	15	15.0	15	numeric	numeric	informative	0	2.3	3.4	2.9	4.3	0.5	2.9
math	30+16	46.0	45	numeric	word	informative	-1	1.7	3.6	3.0	3.8	0.5	2.8
math	17/5	3.4	2	word	numeric	informative	-1	2.6	3.6	2.8	4.9	0.5	3.3
baseline	27	27.0	32	numeric	numeric	informative	5	2.8	4.2	2.8	4.8	0.5	3.2
math	14-17	-3.0	-4	word	word	noninformative	-1	1.3	4.4	1.2	3.8	0.5	4.7
baseline	13	13.0	6	numeric	numeric	informative	-7	2.7	4.1	2.1	5.2	0.5	5.5
baseline	1	1.0	-1	word	word	noninformative	-2	1.9	2.8	1.1	6.3	0.5	4.7
math	29/3	9.7	11	word	word	noninformative	1	3.0	3.8	2.4	5.6	0.5	3.7
math	14-21	-7.0	-7	word	word	noninformative	0	2.5	6.9	2.2	5.4	0.5	5.1
math	5+6	11.0	13	word	word	informative	2	2.1	3.2	2.6	5.2	0.5	3.2
math	1*1	1.0	2	word	word	noninformative	1	2.6	4.8	2.0	5.3	0.5	3.2
math	19/6	3.2	-4	numeric	numeric	informative	-7	2.0	5.0	1.5	3.4	0.5	7.5
