trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	11/2	5.5	8	numeric	numeric	noninformative	3	2.5	4.9	1.9	5.2	0.5	4.3
math	7*4	28.0	29	word	numeric	noninformative	1	1.0	4.7	1.9	7.7	0.5	2.5
math	25/13	1.9	-4	numeric	word	informative	-6	2.3	4.6	2.2	3.6	0.5	5.2
math	30/29	1.0	-1	numeric	numeric	informative	-2	2.5	3.7	2.0	3.4	0.5	5.8
math	19*4	76.0	76	numeric	word	noninformative	0	2.0	3.1	2.3	2.4	0.5	5.6
math	28/1	28.0	32	numeric	word	noninformative	4	1.4	5.5	2.2	3.5	0.5	3.7
baseline	21	21.0	26	numeric	word	noninformative	5	1.4	4.5	2.6	3.8	0.5	4.8
baseline	17	17.0	17	word	word	informative	0	2.5	5.4	2.0	2.4	0.5	6.8
baseline	17	17.0	14	word	word	noninformative	-3	1.3	5.7	2.8	4.5	0.5	5.7
math	15*6	90.0	87	numeric	word	noninformative	-3	1.2	3.9	1.6	6.1	0.5	3.7
baseline	30	30.0	30	numeric	numeric	noninformative	0	2.4	4.3	1.2	3.5	0.5	3.9
baseline	17	17.0	17	word	numeric	informative	0	2.9	4.3	1.6	4.6	0.5	5.8
math	11*13	143.0	146	word	word	informative	3	1.0	5.2	1.2	3.8	0.5	3.6
baseline	10	10.0	8	numeric	numeric	noninformative	-2	2.0	5.7	2.7	5.3	0.5	2.8
math	6+2	8.0	-1	word	numeric	informative	-9	2.6	4.3	1.1	4.6	0.5	6.7
baseline	17	17.0	17	word	numeric	noninformative	0	2.2	4.4	2.3	4.8	0.5	3.2
math	7-12	-5.0	-4	word	numeric	informative	1	2.4	4.4	2.1	6.3	0.5	4.1
math	7+22	29.0	19	word	numeric	noninformative	-10	1.6	3.0	2.6	3.8	0.5	5.3
math	28+1	29.0	26	numeric	word	informative	-3	2.8	7.7	1.4	4.8	0.5	4.3
math	14-13	1.0	7	word	word	informative	6	2.4	5.3	2.7	4.4	0.5	2.8
math	10-30	-20.0	-18	numeric	word	informative	2	2.1	3.5	1.7	6.2	0.5	3.6
math	28-24	4.0	2	word	word	informative	-2	1.3	4.7	2.5	4.2	0.5	4.7
math	16+17	33.0	33	word	numeric	informative	0	1.7	5.3	1.6	6.4	0.5	5.2
baseline	3	3.0	3	numeric	numeric	noninformative	0	2.3	7.1	2.8	4.4	0.5	6.2
