trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	16/15	1.1	1	word	word	noninformative	0	1.7	6.0	2.2	5.9	0.5	5.1
math	22/13	1.7	2	numeric	numeric	noninformative	0	2.8	3.9	2.4	5.0	0.5	4.3
math	15-14	1.0	-1	word	numeric	noninformative	-2	2.7	5.1	2.5	3.2	0.5	4.0
math	9*17	153.0	151	numeric	word	informative	-2	1.2	3.6	1.7	4.0	0.5	5.1
baseline	12	12.0	9	word	word	noninformative	-3	2.3	4.4	2.3	3.7	0.5	4.5
math	7-7	0.0	1	word	word	informative	1	1.8	4.9	1.9	3.3	0.5	3.5
baseline	14	14.0	13	word	word	noninformative	-1	2.7	5.1	1.9	3.0	0.5	4.1
baseline	17	17.0	16	word	numeric	informative	-1	2.1	4.4	2.6	4.5	0.5	7.0
math	30+24	54.0	55	word	word	noninformative	1	2.5	4.3	1.8	5.6	0.5	8.0
math	26/10	2.6	10	numeric	numeric	informative	7	1.7	3.4	2.5	4.2	0.5	4.8
math	27*7	189.0	195	word	numeric	informative	6	1.6	3.1	2.3	7.0	0.5	5.7
math	25-17	8.0	17	numeric	word	informative	9	1.4	4.0	2.1	3.8	0.5	3.2
baseline	16	16.0	17	numeric	word	informative	1	1.7	3.1	2.3	3.9	0.5	3.5
baseline	30	30.0	31	numeric	numeric	noninformative	1	1.9	6.7	1.6	3.2	0.5	6.6
baseline	14	14.0	21	word	word	noninformative	7	2.8	3.6	2.6	4.8	0.5	4.3
math	5-8	-3.0	-9	numeric	word	noninformative	-6	1.7	4.0	2.3	2.7	0.5	4.0
math	22*29	638.0	642	numeric	word	noninformative	4	2.1	4.0	1.4	2.9	0.5	5.0
baseline	5	5.0	3	numeric	numeric	noninformative	-2	3.0	3.0	1.6	7.0	0.5	4.5
math	18*9	162.0	172	word	word	informative	10	1.1	4.4	2.4	5.0	0.5	3.6
math	10+11	21.0	21	numeric	numeric	noninformative	0	1.9	5.5	1.2	4.6	0.5	6.5
baseline	13	13.0	14	word	numeric	informative	1	1.3	4.0	1.6	5.7	0.5	4.9
math	28/25	1.1	0	numeric	numeric	informative	-1	2.3	3.7	2.6	6.8	0.5	4.9
math	14+14	28.0	27	word	numeric	informative	-1	1.3	4.4	1.9	4.0	0.5	7.1
math	11+1	12.0	10	numeric	numeric	informative	-2	2.0	4.2	1.1	3.4	0.5	11.4
