trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	29/19	1.5	-5	numeric	word	informative	-7	1.2	4.7	1.7	3.9	0.5	5.4
baseline	10	10.0	7	word	numeric	informative	-3	2.3	5.9	1.1	4.4	0.5	3.4
math	1+12	13.0	18	numeric	numeric	noninformative	5	1.8	3.4	1.2	5.0	0.5	2.5
math	7-7	0.0	-2	word	numeric	noninformative	-2	2.2	5.3	2.7	5.0	0.5	3.1
math	10*13	130.0	130	numeric	numeric	informative	0	2.4	3.6	2.0	4.0	0.5	4.3
math	19/13	1.5	1	word	word	noninformative	0	2.4	4.8	1.5	5.8	0.5	2.7
math	30*8	240.0	239	numeric	word	noninformative	-1	2.9	4.2	2.5	5.4	0.5	3.9
math	28/24	1.2	5	numeric	numeric	informative	4	2.3	4.8	2.1	7.0	0.5	4.7
baseline	16	16.0	17	word	word	noninformative	1	2.0	6.1	1.8	6.2	0.5	4.6
baseline	16	16.0	13	numeric	word	noninformative	-3	1.2	6.9	2.3	4.7	0.5	4.3
baseline	25	25.0	28	word	numeric	informative	3	1.8	4.4	1.3	3.6	0.5	4.0
baseline	13	13.0	13	word	numeric	informative	0	1.6	5.9	2.4	3.4	0.5	3.6
math	17-3	14.0	12	word	word	noninformative	-2	1.3	5.1	1.1	2.2	0.5	4.4
math	6*13	78.0	76	numeric	word	noninformative	-2	1.0	5.5	2.2	2.6	0.5	3.2
math	7-15	-8.0	2	numeric	word	informative	10	1.8	3.9	1.4	4.1	0.5	4.6
math	19+16	35.0	40	word	word	noninformative	5	2.0	3.8	1.5	7.5	0.5	6.5
math	12+28	40.0	44	word	numeric	informative	4	1.0	6.5	1.8	4.4	0.5	5.3
math	12*5	60.0	58	numeric	word	informative	-2	2.1	4.1	2.4	6.3	0.5	2.8
baseline	11	11.0	8	word	numeric	informative	-3	1.2	3.5	2.6	5.8	0.5	3.8
math	2-1	1.0	-9	word	numeric	noninformative	-10	1.8	6.2	2.8	6.0	0.5	4.4
baseline	22	22.0	26	numeric	numeric	informative	4	1.6	5.4	1.4	4.2	0.5	6.2
math	11/1	11.0	11	word	numeric	noninformative	0	2.5	3.5	1.0	4.8	0.5	3.7
baseline	10	10.0	5	numeric	word	informative	-5	2.2	3.6	2.5	6.8	0.5	3.1
math	13+4	17.0	18	numeric	word	noninformative	1	1.8	3.8	1.4	6.7	0.5	13.7
