trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	18+6	24.0	20	numeric	numeric	informative	-4	2.5	3.8	2.3	5.7	0.5	5.8
baseline	21	21.0	23	word	numeric	noninformative	2	1.5	2.7	1.8	3.0	0.5	3.9
math	8*2	16.0	16	word	word	informative	0	2.6	5.9	1.2	4.0	0.5	6.3
math	1*21	21.0	21	word	numeric	noninformative	0	1.8	3.7	1.3	3.1	0.5	4.0
baseline	5	5.0	-1	numeric	word	noninformative	-6	2.2	3.5	1.8	7.4	0.5	4.2
math	24-13	11.0	15	word	numeric	noninformative	4	2.5	4.1	2.1	3.9	0.5	4.5
math	20/9	2.2	7	numeric	numeric	informative	5	2.0	3.9	1.2	4.9	0.5	4.2
math	18/15	1.2	10	word	word	noninformative	9	2.1	4.2	2.3	7.1	0.5	5.4
math	2+12	14.0	4	word	word	informative	-10	1.7	4.2	1.8	5.6	0.5	3.8
math	25-7	18.0	15	numeric	numeric	informative	-3	3.0	3.8	1.4	6.3	0.5	3.5
math	16+21	37.0	29	numeric	word	informative	-8	1.3	3.8	2.2	7.5	0.5	5.1
baseline	28	28.0	25	word	word	informative	-3	1.5	3.3	1.4	4.2	0.5	2.9
baseline	30	30.0	33	numeric	numeric	informative	3	2.8	6.7	2.9	2.8	0.5	3.7
math	2+23	25.0	22	word	word	noninformative	-3	1.8	2.8	1.8	3.0	0.5	4.7
baseline	25	25.0	29	numeric	numeric	noninformative	4	2.2	3.2	2.5	2.6	0.5	4.0
math	5-23	-18.0	-17	numeric	numeric	noninformative	1	1.7	6.3	1.0	6.2	0.5	3.7
math	16/12	1.3	-4	numeric	numeric	noninformative	-5	2.9	4.6	2.8	6.1	0.5	5.5
math	28-24	4.0	6	numeric	word	informative	2	2.1	4.7	2.3	5.4	0.5	3.3
math	28/25	1.1	-4	numeric	numeric	noninformative	-5	2.9	4.4	2.4	3.9	0.5	3.3
baseline	24	24.0	23	word	numeric	informative	-1	3.0	2.9	1.5	3.9	0.5	6.7
baseline	11	11.0	7	word	word	noninformative	-4	2.2	3.4	1.0	3.2	0.5	4.3
baseline	30	30.0	40	numeric	word	informative	10	2.6	3.3	1.9	5.3	0.5	4.8
math	14*2	28.0	33	word	word	informative	5	1.8	5.8	2.7	3.9	0.5	5.0
math	21*17	357.0	353	word	word	noninformative	-4	2.1	7.7	2.8	4.5	0.5	14.0
