trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	16-6	10.0	11	numeric	word	noninformative	1	2.9	1.9	2.0	5.0	4.9	5.5
math	24*25	600.0	606	word	numeric	informative	6	1.2	2.7	2.0	5.5	5.3	4.4
baseline	14	14.0	7	numeric	numeric	informative	-7	2.4	2.1	2.0	5.1	4.2	4.4
math	10-9	1.0	-2	numeric	word	informative	-3	2.4	1.5	2.0	4.8	3.2	4.5
math	23/5	4.6	6	numeric	word	noninformative	1	2.0	2.3	2.0	5.4	6.1	3.5
baseline	2	2.0	0	numeric	word	informative	-2	2.0	2.1	2.0	4.0	5.0	6.0
baseline	5	5.0	4	word	numeric	informative	-1	2.8	1.7	2.0	4.5	3.5	3.7
baseline	16	16.0	7	numeric	numeric	informative	-9	1.2	2.3	2.0	4.6	4.4	4.5
math	17+23	40.0	39	numeric	word	noninformative	-1	2.7	2.7	2.0	4.9	3.7	4.2
math	19/2	9.5	18	word	word	informative	9	1.7	2.7	2.0	5.1	4.9	4.2
math	1-16	-15.0	-10	word	word	noninformative	5	3.0	2.1	2.0	4.6	3.8	6.0
math	24*9	216.0	212	word	numeric	noninformative	-4	2.5	2.5	2.0	4.0	4.1	3.8
math	1+20	21.0	22	word	word	noninformative	1	2.5	1.2	2.0	4.9	4.3	3.6
baseline	28	28.0	31	word	numeric	informative	3	2.4	1.1	2.0	3.8	3.2	4.0
math	9+2	11.0	7	numeric	numeric	noninformative	-4	2.5	2.1	2.0	4.8	4.0	4.1
math	25/22	1.1	11	word	numeric	informative	10	1.0	1.6	2.0	5.2	6.1	4.6
math	8+20	28.0	31	numeric	word	noninformative	3	2.7	1.7	2.0	4.3	5.0	5.7
baseline	5	5.0	10	word	word	noninformative	5	2.0	1.4	2.0	6.1	5.7	3.7
baseline	6	6.0	7	numeric	numeric	informative	1	1.2	2.9	2.0	4.5	4.4	5.9
math	8*17	136.0	132	word	numeric	informative	-4	2.3	1.2	2.0	6.8	4.0	7.2
baseline	21	21.0	11	word	word	noninformative	-10	2.8	1.8	2.0	7.3	4.0	5.4
math	16*22	352.0	348	numeric	word	noninformative	-4	2.7	1.1	2.0	3.6	4.6	4.9
math	30/15	2.0	-1	numeric	numeric	noninformative	-3	2.8	1.5	2.0	3.4	4.1	5.0
math	24-10	14.0	19	word	numeric	informative	5	2.1	1.2	2.0	6.0	5.3	4.0
