trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	17-13	4.0	4	word	numeric	informative	0	2.8	4.8	1.1	7.3	0.5	3.6
math	30/23	1.3	3	word	numeric	noninformative	2	1.1	2.7	2.3	4.6	0.5	3.9
math	29/10	2.9	3	numeric	numeric	informative	0	1.2	4.2	1.5	6.0	0.5	4.3
math	3+24	27.0	28	numeric	word	informative	1	2.6	5.0	2.0	4.5	0.5	3.4
math	15*12	180.0	178	numeric	word	informative	-2	3.0	3.9	2.2	5.6	0.5	4.5
baseline	11	11.0	9	numeric	word	noninformative	-2	1.5	5.2	1.9	3.0	0.5	3.5
baseline	28	28.0	32	numeric	numeric	noninformative	4	2.7	3.8	2.5	4.7	0.5	3.5
baseline	13	13.0	15	numeric	word	informative	2	1.9	3.6	2.9	3.8	0.5	4.7
math	30*23	690.0	692	word	word	informative	2	2.3	4.6	1.4	3.5	0.5	4.2
baseline	12	12.0	21	word	word	informative	9	2.6	2.9	2.4	3.6	0.5	3.8
math	28-4	24.0	28	word	numeric	noninformative	4	2.3	3.8	2.6	5.2	0.5	2.7
math	4+10	14.0	12	word	numeric	informative	-2	1.3	6.2	2.1	4.5	0.5	4.4
math	23*20	460.0	467	word	numeric	noninformative	7	3.0	4.9	2.7	5.0	0.5	4.3
baseline	11	11.0	12	numeric	numeric	informative	1	2.3	2.7	1.0	6.8	0.5	3.9
math	23+6	29.0	30	word	word	noninformative	1	1.1	4.4	2.2	7.9	0.5	6.1
math	14+7	21.0	17	numeric	numeric	informative	-4	2.2	6.0	2.2	6.5	0.5	5.0
baseline	29	29.0	25	word	word	informative	-4	1.7	4.2	2.1	2.7	0.5	5.2
baseline	20	20.0	29	numeric	numeric	informative	9	2.5	4.8	2.8	4.9	0.5	5.8
math	17*22	374.0	367	word	word	noninformative	-7	1.2	8.0	2.6	4.3	0.5	4.2
baseline	4	4.0	4	word	word	noninformative	0	2.0	3.7	1.7	5.4	0.5	7.2
math	27-2	25.0	33	numeric	word	noninformative	8	2.3	4.6	2.5	4.4	0.5	3.7
math	12/5	2.4	1	word	numeric	noninformative	-1	2.7	3.0	2.8	2.3	0.5	4.3
math	18/6	3.0	-3	numeric	word	noninformative	-6	1.2	4.5	2.3	5.3	0.5	4.6
math	21-13	8.0	6	numeric	numeric	noninformative	-2	1.6	4.1	2.3	4.2	0.5	8.4
