trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	25	25.0	24	numeric	numeric	informative	-1	1.7	1.5	2.0	4.9	4.4	4.8
baseline	26	26.0	21	numeric	numeric	informative	-5	1.2	1.7	2.0	3.9	2.8	5.6
math	17*21	357.0	358	word	word	noninformative	1	1.6	2.9	2.0	5.5	2.9	4.4
baseline	20	20.0	22	numeric	numeric	noninformative	2	2.4	2.2	2.0	4.1	4.9	4.7
baseline	6	6.0	4	word	word	informative	-2	1.4	2.4	2.0	4.5	6.7	6.0
math	6-24	-18.0	-16	numeric	word	informative	2	1.7	2.3	2.0	3.5	4.4	6.4
math	29+8	37.0	37	word	word	informative	0	1.7	2.0	2.0	4.2	6.1	5.8
math	26+11	37.0	31	word	numeric	informative	-6	2.1	2.7	2.0	5.6	6.0	6.9
math	13*23	299.0	298	word	numeric	noninformative	-1	2.7	1.4	2.0	2.4	2.9	4.2
baseline	18	18.0	24	numeric	word	informative	6	2.6	2.4	2.0	4.2	6.5	4.6
baseline	22	22.0	23	numeric	word	noninformative	1	1.4	1.9	2.0	4.4	4.4	4.3
math	26/20	1.3	-2	word	word	noninformative	-3	1.6	2.1	2.0	3.2	4.0	4.1
math	8+20	28.0	31	numeric	numeric	informative	3	2.8	2.2	2.0	4.7	7.6	2.9
math	5/1	5.0	8	word	numeric	informative	3	1.8	2.5	2.0	6.8	3.5	4.4
math	7/1	7.0	2	numeric	word	informative	-5	2.7	1.7	2.0	4.8	4.9	3.8
math	22*1	22.0	19	numeric	word	noninformative	-3	2.6	2.1	2.0	2.9	7.3	4.5
math	26/26	1.0	-2	word	numeric	noninformative	-3	2.9	1.2	2.0	7.1	4.0	3.1
baseline	17	17.0	15	word	word	noninformative	-2	2.2	1.1	2.0	4.2	4.4	2.6
math	30*13	390.0	395	word	numeric	noninformative	5	1.4	2.1	2.0	4.1	7.7	3.8
baseline	27	27.0	19	word	word	noninformative	-8	2.7	1.5	2.0	6.7	3.4	7.5
math	4+25	29.0	37	numeric	numeric	noninformative	8	2.2	2.0	2.0	3.5	6.5	3.7
math	5-2	3.0	8	numeric	numeric	informative	5	1.7	2.2	2.0	6.0	4.6	3.2
math	15-18	-3.0	2	numeric	word	noninformative	5	1.4	2.1	2.0	4.5	4.5	3.8
math	15-19	-4.0	-5	word	numeric	informative	-1	2.1	2.8	2.0	3.8	6.7	4.7
