trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	30/28	1.1	-6	numeric	numeric	noninformative	-7	1.0	2.6	1.1	3.3	0.5	4.6
addition	10+29	39.0	44	word	word	noninformative	5	1.9	4.4	1.0	5.6	0.5	4.3
division	17/8	2.1	-8	numeric	numeric	noninformative	-10	1.5	8.0	2.2	4.6	0.5	5.6
subtraction	2-9	-7.0	-4	word	numeric	informative	3	2.0	3.2	2.3	6.9	0.5	5.8
multiplication	24*2	48.0	46	word	word	noninformative	-2	2.5	5.0	2.0	4.0	0.5	3.1
addition	14+7	21.0	26	numeric	word	informative	5	1.7	3.0	2.3	3.4	0.5	3.4
division	18/18	1.0	-5	numeric	numeric	informative	-6	1.6	4.6	2.2	3.8	0.5	6.7
division	22/9	2.4	4	numeric	numeric	noninformative	2	2.8	3.3	2.6	4.9	0.5	3.2
addition	16+1	17.0	13	numeric	word	noninformative	-4	2.4	4.1	1.5	3.8	0.5	3.7
subtraction	9-28	-19.0	-26	word	word	noninformative	-7	2.8	3.1	2.7	7.1	0.5	3.7
multiplication	19*7	133.0	142	word	word	informative	9	1.9	5.8	2.9	6.4	0.5	3.2
addition	1+10	11.0	20	word	word	noninformative	9	1.3	3.0	1.5	5.2	0.5	5.2
division	29/24	1.2	1	numeric	numeric	informative	0	1.0	6.0	2.4	4.5	0.5	4.6
subtraction	17-19	-2.0	-3	numeric	word	informative	-1	2.8	3.8	2.2	4.0	0.5	4.2
subtraction	11-14	-3.0	-10	word	word	noninformative	-7	2.7	5.5	2.6	5.1	0.5	4.6
multiplication	9*7	63.0	56	word	numeric	informative	-7	1.1	5.3	2.0	3.7	0.5	3.5
addition	24+16	40.0	36	numeric	word	noninformative	-4	1.7	3.8	1.4	5.3	0.5	3.8
addition	29+3	32.0	24	word	word	informative	-8	1.9	6.1	2.8	5.8	0.5	3.2
multiplication	13*1	13.0	14	numeric	numeric	informative	1	1.7	3.0	1.9	4.7	0.5	4.4
division	22/18	1.2	-3	word	numeric	informative	-4	2.2	2.6	1.8	3.0	0.5	6.4
subtraction	13-2	11.0	8	word	numeric	informative	-3	1.5	3.8	2.7	4.7	0.5	5.5
subtraction	9-13	-4.0	-6	word	numeric	informative	-2	1.3	3.6	2.0	5.1	0.5	5.4
multiplication	5*3	15.0	15	numeric	word	noninformative	0	1.8	2.7	2.6	3.1	0.5	5.3
multiplication	14*3	42.0	34	numeric	numeric	noninformative	-8	1.6	7.3	1.4	3.0	0.5	3.8
