trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	16/5	3.2	6	word	numeric	noninformative	3	2.9	4.2	1.1	5.4	0.5	5.2
math	14-10	4.0	-1	numeric	numeric	informative	-5	1.6	2.9	1.3	3.9	0.5	4.6
baseline	29	29.0	25	word	word	informative	-4	2.7	6.0	2.7	4.2	0.5	6.4
math	27-21	6.0	11	word	word	noninformative	5	2.6	6.3	1.7	3.0	0.5	4.8
baseline	15	15.0	14	word	numeric	informative	-1	1.7	3.7	2.8	5.2	0.5	4.1
math	26/20	1.3	4	word	numeric	noninformative	3	1.8	5.0	2.6	3.6	0.5	5.1
math	3+24	27.0	29	numeric	word	noninformative	2	2.6	3.7	2.2	3.0	0.5	3.9
math	20*15	300.0	298	word	numeric	informative	-2	2.3	7.9	2.1	2.3	0.5	4.5
math	16+10	26.0	24	numeric	numeric	informative	-2	2.7	3.9	2.9	4.4	0.5	4.4
math	4*25	100.0	90	word	word	noninformative	-10	2.5	6.1	2.5	3.1	0.5	4.9
baseline	30	30.0	33	numeric	numeric	informative	3	2.3	4.9	1.4	3.8	0.5	4.4
math	4/1	4.0	12	word	word	noninformative	8	2.4	4.7	1.4	3.9	0.5	2.7
math	7*19	133.0	128	word	word	informative	-5	1.5	6.7	2.4	5.2	0.5	3.9
math	7+10	17.0	18	numeric	numeric	noninformative	1	2.9	4.1	1.2	4.9	0.5	5.7
math	15-18	-3.0	-7	numeric	numeric	informative	-4	2.4	4.6	1.3	3.0	0.5	4.0
baseline	29	29.0	25	numeric	word	noninformative	-4	2.2	4.5	1.3	2.9	0.5	4.6
math	30+2	32.0	30	numeric	word	noninformative	-2	2.2	4.4	2.4	5.6	0.5	6.2
math	8/3	2.7	8	word	word	informative	5	2.7	3.1	1.5	3.8	0.5	3.4
baseline	30	30.0	29	numeric	word	noninformative	-1	2.8	5.0	1.7	5.5	0.5	2.4
baseline	30	30.0	31	numeric	numeric	informative	1	2.1	7.1	1.2	5.1	0.5	2.3
math	15-28	-13.0	-12	numeric	word	noninformative	1	1.1	4.7	2.3	4.3	0.5	7.0
baseline	23	23.0	23	word	numeric	informative	0	2.3	3.7	1.9	6.0	0.5	5.0
baseline	24	24.0	17	numeric	word	noninformative	-7	2.6	4.0	2.0	3.7	0.5	4.4
math	14*29	406.0	408	word	numeric	informative	2	3.0	3.1	1.2	4.3	0.5	12.7
