trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	25+2	27.0	30	word	numeric	noninformative	3	2.2	1.8	2.0	7.3	3.7	4.9
math	13*15	195.0	197	numeric	word	noninformative	2	1.9	1.9	2.0	5.1	4.5	3.9
math	5-16	-11.0	-11	word	numeric	noninformative	0	2.4	2.2	2.0	4.4	6.6	3.5
baseline	17	17.0	10	numeric	word	informative	-7	1.8	1.7	2.0	4.9	7.2	4.9
math	3+20	23.0	27	word	word	informative	4	2.9	2.0	2.0	5.2	6.7	5.8
math	24/17	1.4	0	word	word	noninformative	-1	2.7	2.4	2.0	7.0	3.7	3.2
math	8*21	168.0	161	word	numeric	informative	-7	2.9	2.5	2.0	3.8	4.1	4.9
math	30-7	23.0	22	numeric	word	informative	-1	2.9	1.3	2.0	4.3	5.7	5.2
baseline	6	6.0	4	numeric	word	noninformative	-2	1.8	1.2	2.0	2.8	4.1	4.1
math	1+20	21.0	14	word	word	informative	-7	1.0	2.3	2.0	4.5	5.5	2.9
baseline	26	26.0	27	word	word	noninformative	1	2.2	2.3	2.0	3.8	5.8	4.9
baseline	17	17.0	7	word	word	informative	-10	2.7	1.9	2.0	5.3	4.1	4.7
math	22*6	132.0	132	word	word	informative	0	1.9	2.3	2.0	3.8	5.8	6.4
math	1+7	8.0	15	word	numeric	noninformative	7	2.3	2.0	2.0	4.9	3.9	4.7
math	23*15	345.0	337	numeric	numeric	noninformative	-8	1.1	1.6	2.0	4.6	6.0	4.5
baseline	15	15.0	14	numeric	numeric	informative	-1	3.0	2.3	2.0	5.1	3.8	3.1
math	25/19	1.3	-1	numeric	numeric	noninformative	-2	2.6	1.6	2.0	3.3	4.5	3.6
baseline	6	6.0	8	numeric	word	informative	2	1.6	2.3	2.0	6.5	6.8	2.4
baseline	19	19.0	20	numeric	word	noninformative	1	3.0	2.0	2.0	5.3	6.1	4.1
baseline	12	12.0	11	numeric	numeric	informative	-1	2.2	2.9	2.0	3.2	5.8	5.1
math	30/20	1.5	-4	numeric	numeric	informative	-5	3.0	2.5	2.0	2.6	3.7	4.0
math	20/3	6.7	4	word	numeric	noninformative	-3	1.8	1.8	2.0	3.9	3.4	4.6
math	9-12	-3.0	-11	numeric	numeric	informative	-8	1.8	1.3	2.0	4.8	3.1	3.9
math	22-22	0.0	0	word	numeric	noninformative	0	2.3	2.1	2.0	6.9	4.1	4.5
