trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	12/4	3.0	3	numeric	word	informative	0	1.8	2.4	2.0	5.4	3.9	4.7
math	19-22	-3.0	4	numeric	word	noninformative	7	3.0	2.3	2.0	4.2	4.3	4.4
baseline	26	26.0	28	word	word	informative	2	1.6	1.7	2.0	7.6	4.9	6.0
baseline	2	2.0	3	numeric	numeric	noninformative	1	2.5	1.7	2.0	3.7	2.4	4.0
baseline	9	9.0	12	word	word	informative	3	2.8	2.4	2.0	5.3	4.8	6.3
baseline	20	20.0	18	word	numeric	informative	-2	2.6	1.8	2.0	4.6	4.2	4.3
math	20-27	-7.0	2	word	word	informative	9	2.8	2.9	2.0	4.6	3.7	5.4
math	25+12	37.0	38	numeric	numeric	informative	1	2.8	3.0	2.0	3.9	7.5	5.1
math	20+10	30.0	31	numeric	numeric	informative	1	1.2	2.1	2.0	5.7	6.0	5.6
baseline	22	22.0	22	numeric	word	informative	0	2.3	2.8	2.0	3.2	3.5	4.1
baseline	3	3.0	8	word	word	noninformative	5	2.6	1.9	2.0	2.7	4.7	4.1
baseline	26	26.0	26	numeric	numeric	noninformative	0	2.4	1.9	2.0	4.7	5.3	4.6
math	26+29	55.0	61	word	word	informative	6	1.9	2.1	2.0	4.0	3.4	4.0
math	24+4	28.0	30	numeric	numeric	informative	2	1.2	2.7	2.0	4.6	3.3	4.3
math	28*17	476.0	474	numeric	word	noninformative	-2	1.2	2.0	2.0	5.5	5.2	4.0
math	11*5	55.0	55	numeric	numeric	noninformative	0	1.1	1.3	2.0	3.4	4.4	6.4
baseline	26	26.0	34	numeric	numeric	noninformative	8	1.6	1.8	2.0	6.2	3.6	4.0
math	12-16	-4.0	-7	word	numeric	noninformative	-3	1.8	1.5	2.0	3.7	3.8	3.5
math	27-29	-2.0	-1	word	word	noninformative	1	1.5	1.8	2.0	4.6	2.4	4.6
math	26/12	2.2	4	word	numeric	noninformative	2	2.8	2.6	2.0	7.9	4.3	5.2
math	14*5	70.0	70	word	numeric	noninformative	0	1.8	2.8	2.0	5.7	4.4	4.7
math	10*15	150.0	158	word	numeric	noninformative	8	2.2	1.9	2.0	5.5	4.8	6.6
math	9/7	1.3	9	numeric	word	informative	8	2.3	2.3	2.0	4.5	5.4	3.7
math	28/5	5.6	15	word	word	informative	9	2.5	1.7	2.0	7.0	2.7	5.6
