trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	9*27	243.0	241	numeric	word	informative	-2	1.7	1.5	2.0	4.5	5.2	3.4
baseline	23	23.0	28	numeric	numeric	informative	5	2.5	2.5	2.0	4.5	8.0	5.1
math	25+27	52.0	48	numeric	numeric	noninformative	-4	1.8	3.0	2.0	4.4	4.3	6.1
baseline	12	12.0	15	word	word	noninformative	3	1.8	2.1	2.0	3.7	6.9	4.9
math	8-18	-10.0	-8	word	word	noninformative	2	2.0	2.4	2.0	2.9	4.4	5.6
baseline	29	29.0	31	numeric	word	noninformative	2	1.3	2.8	2.0	3.5	4.9	5.5
math	22*27	594.0	601	numeric	word	noninformative	7	1.6	2.9	2.0	5.1	4.7	4.4
baseline	1	1.0	-1	word	numeric	noninformative	-2	2.9	2.9	2.0	5.2	4.1	6.6
math	13+20	33.0	42	numeric	numeric	informative	9	1.3	1.5	2.0	5.1	3.1	6.0
math	10-24	-14.0	-11	numeric	numeric	noninformative	3	2.4	1.0	2.0	4.3	5.3	5.6
math	8/5	1.6	11	word	word	informative	9	2.5	2.8	2.0	5.1	4.0	4.7
math	26/22	1.2	2	numeric	word	noninformative	1	1.3	1.1	2.0	5.1	5.0	3.2
math	24+9	33.0	43	word	numeric	informative	10	1.6	2.2	2.0	3.8	6.0	4.1
baseline	9	9.0	9	word	numeric	informative	0	2.6	2.9	2.0	7.0	3.9	5.8
baseline	12	12.0	18	word	word	informative	6	1.1	1.3	2.0	3.9	3.9	3.7
baseline	19	19.0	12	numeric	numeric	noninformative	-7	1.5	2.3	2.0	4.0	6.8	3.9
math	23-10	13.0	21	word	word	noninformative	8	2.5	2.1	2.0	5.1	4.1	4.4
math	10*4	40.0	43	numeric	numeric	noninformative	3	1.8	2.6	2.0	3.1	4.7	3.2
math	15*25	375.0	382	word	word	informative	7	1.6	1.4	2.0	7.1	4.3	3.5
math	30-14	16.0	23	numeric	numeric	informative	7	1.6	1.4	2.0	3.0	3.4	7.2
baseline	19	19.0	23	word	word	informative	4	2.7	2.7	2.0	3.6	3.0	4.0
math	22/8	2.8	-6	numeric	numeric	informative	-9	2.8	2.5	2.0	4.5	4.2	5.3
math	13/4	3.2	13	word	word	noninformative	10	2.6	2.8	2.0	4.3	6.4	5.4
math	9+23	32.0	42	word	numeric	informative	10	1.1	1.5	2.0	3.6	5.5	5.1
