trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	29	29.0	27	word	word	informative	-2	2.0	3.9	2.2	3.0	0.5	5.9
math	21-16	5.0	6	word	numeric	informative	1	2.6	4.4	2.7	4.4	0.5	5.0
math	21-24	-3.0	-7	numeric	numeric	noninformative	-4	2.9	6.0	1.0	4.4	0.5	4.8
baseline	14	14.0	17	numeric	word	informative	3	2.3	3.6	2.1	5.3	0.5	6.4
math	18/8	2.2	-5	word	word	informative	-7	2.4	4.0	1.6	6.1	0.5	5.6
baseline	20	20.0	15	numeric	numeric	noninformative	-5	1.9	6.1	1.4	6.5	0.5	3.4
math	4-15	-11.0	-13	numeric	numeric	noninformative	-2	1.4	3.3	1.8	2.9	0.5	4.7
math	5-29	-24.0	-22	word	word	noninformative	2	1.1	2.9	1.5	4.4	0.5	5.3
math	12+10	22.0	21	numeric	word	informative	-1	2.8	3.9	1.9	3.1	0.5	5.1
baseline	4	4.0	3	numeric	numeric	noninformative	-1	1.8	2.8	2.8	3.7	0.5	3.6
math	15/2	7.5	4	word	word	informative	-4	2.0	6.0	1.4	4.6	0.5	3.7
math	22*18	396.0	398	word	numeric	informative	2	1.9	5.8	1.4	5.5	0.5	3.7
math	22*28	616.0	617	word	numeric	noninformative	1	1.5	4.2	2.5	3.7	0.5	6.0
math	28*13	364.0	368	word	numeric	informative	4	1.9	4.4	2.4	3.5	0.5	3.6
baseline	23	23.0	14	numeric	word	informative	-9	1.8	5.1	2.1	7.8	0.5	6.6
math	21/15	1.4	1	numeric	word	informative	0	2.8	6.0	1.1	3.8	0.5	4.1
baseline	29	29.0	30	numeric	numeric	noninformative	1	1.8	3.2	1.2	5.1	0.5	3.5
math	27/20	1.4	-2	numeric	numeric	noninformative	-3	1.2	5.0	2.3	5.3	0.5	4.9
math	10+18	28.0	35	word	numeric	noninformative	7	2.2	4.2	1.2	3.3	0.5	6.7
baseline	7	7.0	8	numeric	numeric	noninformative	1	1.6	5.1	1.7	4.1	0.5	5.5
math	25*6	150.0	154	numeric	word	informative	4	1.5	4.8	1.5	4.8	0.5	7.0
math	15+9	24.0	14	word	word	noninformative	-10	1.5	4.5	2.8	4.2	0.5	2.1
math	6+17	23.0	23	word	word	informative	0	1.2	5.2	2.2	8.0	0.5	4.5
baseline	24	24.0	34	word	word	noninformative	10	1.9	4.7	1.1	4.3	0.5	9.5
