trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	3+4	7.0	8	numeric	word	informative	1	2.1	4.4	2.0	3.6	0.5	4.8
baseline	8	8.0	5	numeric	word	informative	-3	2.6	3.3	2.7	6.4	0.5	3.7
baseline	20	20.0	22	word	numeric	informative	2	2.6	4.8	2.2	2.8	0.5	5.1
math	15-9	6.0	6	numeric	numeric	noninformative	0	1.2	2.3	1.3	2.6	0.5	5.1
math	29+15	44.0	47	word	word	informative	3	2.2	4.6	2.1	7.0	0.5	6.5
baseline	7	7.0	4	numeric	word	informative	-3	2.1	3.2	1.4	4.5	0.5	3.1
math	8-3	5.0	15	word	numeric	noninformative	10	1.9	5.9	2.3	7.2	0.5	6.5
math	9/6	1.5	2	numeric	word	informative	0	1.9	5.3	2.1	3.1	0.5	3.9
math	10/3	3.3	0	numeric	numeric	noninformative	-3	2.3	3.2	1.3	2.9	0.5	5.1
baseline	30	30.0	27	word	word	informative	-3	2.9	5.8	2.9	4.2	0.5	6.6
math	1*18	18.0	19	word	word	informative	1	2.6	4.4	2.1	5.9	0.5	3.9
math	7*21	147.0	147	numeric	word	noninformative	0	2.9	6.5	2.3	4.1	0.5	6.8
math	20/11	1.8	1	word	word	noninformative	-1	2.8	4.1	2.3	3.6	0.5	2.8
math	28/12	2.3	2	word	word	noninformative	0	1.8	3.9	2.6	3.4	0.5	4.0
math	26*1	26.0	26	word	numeric	noninformative	0	2.7	3.3	1.0	4.5	0.5	3.9
math	4+9	13.0	22	numeric	numeric	informative	9	2.9	4.8	2.7	3.5	0.5	4.1
math	7+24	31.0	28	word	numeric	noninformative	-3	2.3	3.5	1.9	4.0	0.5	3.7
baseline	10	10.0	6	word	word	noninformative	-4	1.5	4.3	2.0	4.9	0.5	5.2
baseline	3	3.0	-1	numeric	numeric	noninformative	-4	2.2	3.8	2.4	6.6	0.5	6.7
math	29-19	10.0	8	numeric	numeric	informative	-2	2.7	3.2	2.7	5.0	0.5	3.1
baseline	5	5.0	3	word	word	noninformative	-2	1.1	5.7	1.2	3.8	0.5	7.2
math	12-6	6.0	6	numeric	numeric	informative	0	2.7	3.5	2.2	4.2	0.5	3.4
baseline	5	5.0	11	word	numeric	informative	6	2.4	3.7	1.4	3.3	0.5	6.1
math	6*8	48.0	51	numeric	numeric	noninformative	3	1.6	3.4	1.1	4.8	0.5	11.7
