trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	21/20	1.1	0	word	numeric	informative	-1	1.4	1.9	2.0	4.3	5.2	6.3
baseline	23	23.0	26	numeric	numeric	noninformative	3	1.5	1.3	2.0	5.2	4.6	6.9
math	28-13	15.0	17	word	word	noninformative	2	1.8	1.4	2.0	4.2	3.8	3.7
math	4*14	56.0	62	word	numeric	informative	6	2.4	1.6	2.0	5.9	4.3	3.0
math	21+20	41.0	41	numeric	numeric	noninformative	0	2.4	2.0	2.0	5.2	3.3	4.1
baseline	19	19.0	18	numeric	word	noninformative	-1	2.5	1.9	2.0	3.7	2.2	4.2
baseline	21	21.0	28	word	numeric	informative	7	1.6	2.5	2.0	3.2	3.5	4.6
math	16-3	13.0	5	numeric	numeric	noninformative	-8	1.5	1.9	2.0	3.5	6.4	6.8
math	8/5	1.6	1	word	numeric	informative	-1	2.9	2.0	2.0	5.8	5.4	4.4
baseline	27	27.0	31	numeric	word	noninformative	4	2.1	1.1	2.0	5.1	4.3	2.8
math	8*1	8.0	10	numeric	numeric	informative	2	1.1	2.1	2.0	5.7	6.0	3.1
baseline	15	15.0	10	numeric	word	noninformative	-5	2.5	2.7	2.0	6.2	3.4	4.0
math	10+12	22.0	18	numeric	word	informative	-4	2.0	1.9	2.0	6.0	2.9	5.6
baseline	18	18.0	10	word	word	informative	-8	1.5	2.2	2.0	6.0	6.0	4.4
baseline	3	3.0	6	word	numeric	informative	3	1.7	2.0	2.0	3.4	4.7	4.8
math	23*25	575.0	566	numeric	word	noninformative	-9	2.0	1.1	2.0	3.3	6.8	4.6
math	10-8	2.0	-6	numeric	word	noninformative	-8	2.9	1.3	2.0	4.1	4.9	4.6
math	19/10	1.9	10	word	numeric	informative	8	2.2	1.9	2.0	5.7	3.7	6.7
math	25+24	49.0	45	word	word	noninformative	-4	2.5	2.3	2.0	6.6	4.0	4.5
math	24*29	696.0	692	word	numeric	noninformative	-4	2.8	1.9	2.0	4.2	7.0	4.9
math	27/22	1.2	9	numeric	numeric	informative	8	1.7	3.0	2.0	5.0	3.6	4.8
baseline	9	9.0	16	word	word	noninformative	7	2.3	2.0	2.0	4.9	4.1	4.3
math	18+10	28.0	30	word	word	informative	2	1.8	3.0	2.0	5.2	4.3	3.3
math	9-7	2.0	3	numeric	word	informative	1	1.3	2.9	2.0	6.6	4.7	7.2
