trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	15-21	-6.0	-7	word	word	noninformative	-1	1.1	1.7	2.0	3.3	7.3	4.5
baseline	19	19.0	17	numeric	numeric	informative	-2	1.7	2.7	2.0	4.4	3.9	4.1
math	22*10	220.0	227	word	word	informative	7	1.5	2.3	2.0	3.3	5.0	3.5
math	21+4	25.0	27	numeric	numeric	informative	2	2.3	1.4	2.0	6.4	3.4	7.9
math	20+5	25.0	21	word	numeric	noninformative	-4	3.0	3.0	2.0	3.7	4.9	4.3
baseline	11	11.0	3	word	numeric	informative	-8	1.3	1.3	2.0	4.1	2.9	4.0
baseline	28	28.0	35	numeric	numeric	informative	7	1.3	2.1	2.0	3.7	3.5	5.7
baseline	5	5.0	1	numeric	word	informative	-4	1.5	1.5	2.0	5.6	7.2	6.5
math	10-5	5.0	4	numeric	word	noninformative	-1	1.8	1.6	2.0	3.5	6.2	5.8
math	20*18	360.0	361	word	numeric	noninformative	1	1.3	1.7	2.0	4.4	4.9	3.7
math	10+6	16.0	13	word	numeric	informative	-3	1.6	1.3	2.0	3.5	7.2	7.6
baseline	29	29.0	31	numeric	word	informative	2	2.0	2.6	2.0	3.7	4.4	4.6
math	4/1	4.0	12	word	numeric	informative	8	2.9	1.3	2.0	4.1	4.6	5.9
math	25-18	7.0	9	word	word	informative	2	1.6	2.0	2.0	4.3	4.4	3.8
baseline	9	9.0	5	numeric	numeric	noninformative	-4	2.3	1.7	2.0	4.0	6.8	4.7
math	18/16	1.1	4	word	numeric	noninformative	3	2.1	1.4	2.0	4.3	5.7	5.8
math	18-19	-1.0	-2	numeric	word	informative	-1	2.8	1.3	2.0	6.3	3.9	5.3
baseline	20	20.0	18	numeric	word	noninformative	-2	2.7	2.4	2.0	2.9	4.1	5.0
math	30*20	600.0	595	word	word	informative	-5	2.9	3.0	2.0	5.5	5.0	3.5
math	14/6	2.3	8	numeric	numeric	noninformative	6	1.2	1.6	2.0	7.7	6.7	3.7
math	22/2	11.0	9	word	word	noninformative	-2	2.2	2.1	2.0	4.6	3.8	5.2
math	24*3	72.0	76	numeric	word	noninformative	4	1.4	1.2	2.0	5.3	5.6	6.0
baseline	7	7.0	11	numeric	numeric	noninformative	4	1.1	1.1	2.0	3.8	4.6	5.7
math	6+27	33.0	42	word	word	noninformative	9	3.0	1.3	2.0	4.5	4.2	3.9
