trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	26+11	37.0	41	numeric	numeric	noninformative	4	1.8	3.7	1.9	5.6	0.5	4.4
subtraction	29-30	-1.0	5	word	numeric	noninformative	6	2.4	5.0	2.2	7.4	0.5	3.3
multiplication	4*6	24.0	26	word	numeric	informative	2	2.1	3.1	1.1	6.8	0.5	4.0
subtraction	2-17	-15.0	-15	numeric	numeric	noninformative	0	2.5	7.0	1.2	5.2	0.5	4.0
division	10/8	1.2	3	numeric	numeric	informative	2	2.9	4.2	1.1	4.6	0.5	6.9
addition	11+27	38.0	36	numeric	word	informative	-2	1.5	4.4	2.7	5.6	0.5	4.0
division	24/14	1.7	6	numeric	numeric	informative	4	1.1	3.9	1.4	6.3	0.5	4.7
addition	15+25	40.0	42	numeric	word	informative	2	1.4	5.3	1.2	5.3	0.5	4.3
addition	13+2	15.0	12	word	numeric	informative	-3	2.6	5.6	2.4	3.5	0.5	4.4
multiplication	14*6	84.0	88	word	word	noninformative	4	1.3	3.7	2.9	4.2	0.5	3.7
division	13/10	1.3	7	word	word	noninformative	6	1.9	6.3	2.1	2.5	0.5	4.3
subtraction	27-2	25.0	24	word	word	informative	-1	1.9	4.5	2.6	2.5	0.5	6.0
multiplication	15*6	90.0	98	numeric	word	informative	8	1.8	4.5	1.2	6.3	0.5	3.0
division	25/3	8.3	10	word	numeric	informative	2	1.7	2.8	1.8	3.6	0.5	2.9
subtraction	29-20	9.0	9	numeric	numeric	informative	0	2.6	4.1	2.7	4.2	0.5	4.8
addition	22+13	35.0	42	word	word	noninformative	7	3.0	3.4	2.4	4.8	0.5	4.9
multiplication	24*1	24.0	26	numeric	word	noninformative	2	2.9	3.3	2.0	3.5	0.5	3.5
division	9/1	9.0	8	word	word	noninformative	-1	1.8	5.3	2.9	4.2	0.5	5.3
multiplication	24*5	120.0	121	numeric	word	informative	1	2.6	3.9	1.2	4.5	0.5	3.5
subtraction	24-3	21.0	20	word	numeric	noninformative	-1	2.2	4.7	1.9	3.3	0.5	4.7
addition	21+21	42.0	35	word	numeric	noninformative	-7	2.9	5.9	1.2	4.3	0.5	4.6
subtraction	3-25	-22.0	-12	word	word	noninformative	10	1.5	3.7	1.5	6.6	0.5	3.5
multiplication	6*9	54.0	61	numeric	numeric	informative	7	1.2	3.3	2.3	5.0	0.5	4.0
division	24/13	1.8	-4	numeric	word	noninformative	-6	2.4	4.7	1.5	6.4	0.5	4.1
