trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	26	26.0	20	numeric	word	informative	-6	2.0	2.8	2.0	5.9	3.3	4.9
baseline	3	3.0	3	numeric	numeric	informative	0	2.3	1.3	2.0	4.1	5.4	4.3
math	25+9	34.0	30	word	word	informative	-4	2.4	2.2	2.0	4.9	3.0	4.7
baseline	4	4.0	7	numeric	word	noninformative	3	3.0	1.2	2.0	3.2	6.7	4.9
math	11+25	36.0	37	word	word	informative	1	2.7	2.8	2.0	4.2	3.7	4.5
math	26/20	1.3	2	numeric	numeric	informative	1	2.7	1.5	2.0	5.0	6.3	4.1
math	11-30	-19.0	-19	word	numeric	noninformative	0	2.4	1.7	2.0	5.6	4.0	3.2
baseline	30	30.0	21	word	word	informative	-9	2.2	1.1	2.0	6.9	5.2	3.0
math	14+28	42.0	43	word	numeric	noninformative	1	2.7	2.3	2.0	6.5	4.0	4.5
math	6-27	-21.0	-23	numeric	word	informative	-2	2.2	2.5	2.0	4.9	4.7	4.9
math	28/22	1.3	2	numeric	numeric	noninformative	1	1.3	2.5	2.0	3.8	4.9	3.7
math	9/1	9.0	5	word	numeric	noninformative	-4	2.7	2.6	2.0	5.2	4.4	5.4
math	11*7	77.0	68	numeric	word	noninformative	-9	1.8	1.5	2.0	3.1	5.0	5.1
math	25*12	300.0	301	word	word	noninformative	1	2.1	2.1	2.0	3.6	5.1	4.1
math	19-1	18.0	11	word	word	informative	-7	2.4	2.5	2.0	6.4	4.5	3.4
math	10+9	19.0	19	word	numeric	noninformative	0	2.8	1.2	2.0	4.0	6.8	7.9
math	25*27	675.0	673	numeric	numeric	noninformative	-2	2.6	2.4	2.0	2.5	3.1	3.7
math	7*30	210.0	218	numeric	numeric	informative	8	1.5	2.1	2.0	5.4	3.6	3.5
math	29-14	15.0	6	word	numeric	noninformative	-9	1.3	1.5	2.0	2.7	4.4	4.5
math	16/3	5.3	10	numeric	word	informative	5	3.0	2.4	2.0	4.5	2.6	4.5
baseline	18	18.0	17	word	word	noninformative	-1	2.5	2.5	2.0	4.5	2.8	4.6
baseline	24	24.0	27	numeric	word	informative	3	2.4	2.0	2.0	6.0	7.8	4.8
baseline	10	10.0	6	word	numeric	informative	-4	2.4	1.5	2.0	3.3	5.9	3.7
baseline	20	20.0	18	numeric	numeric	noninformative	-2	1.3	1.3	2.0	8.2	6.8	5.5
