trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	25+8	33.0	27	word	word	informative	-6	2.7	1.3	2.0	2.9	3.1	5.0
math	26*17	442.0	439	numeric	word	informative	-3	1.9	1.9	2.0	7.2	3.7	3.3
baseline	28	28.0	29	numeric	word	noninformative	1	2.7	2.6	2.0	4.3	7.9	4.8
math	11-28	-17.0	-16	numeric	numeric	informative	1	3.0	1.5	2.0	4.4	5.1	3.6
math	7+24	31.0	30	word	word	noninformative	-1	1.6	1.6	2.0	4.5	3.9	5.8
math	13*5	65.0	61	word	numeric	noninformative	-4	2.1	2.3	2.0	4.7	5.0	6.6
math	14+1	15.0	22	numeric	numeric	noninformative	7	2.3	2.4	2.0	4.3	4.8	7.9
math	26/19	1.4	2	numeric	word	noninformative	1	1.4	1.5	2.0	4.0	5.6	4.0
baseline	5	5.0	8	word	word	informative	3	2.2	1.6	2.0	3.7	4.2	6.2
baseline	2	2.0	4	word	word	noninformative	2	1.4	1.1	2.0	4.8	4.4	6.2
baseline	5	5.0	6	numeric	word	informative	1	2.2	1.3	2.0	3.8	5.2	4.8
math	18/6	3.0	-5	numeric	numeric	noninformative	-8	1.6	1.6	2.0	4.2	4.5	3.6
math	5/2	2.5	0	word	numeric	noninformative	-2	1.0	2.1	2.0	5.2	4.2	4.9
math	26/25	1.0	-1	numeric	word	informative	-2	3.0	2.1	2.0	3.2	5.9	2.3
baseline	20	20.0	23	word	numeric	noninformative	3	2.2	2.0	2.0	3.6	4.4	5.7
math	20+22	42.0	43	word	numeric	informative	1	1.5	3.0	2.0	2.4	3.6	5.9
baseline	16	16.0	15	word	numeric	informative	-1	2.0	2.4	2.0	2.9	4.2	3.0
baseline	7	7.0	3	word	numeric	noninformative	-4	1.4	2.8	2.0	4.0	5.0	5.9
math	26*26	676.0	676	word	word	informative	0	2.2	2.3	2.0	4.7	4.4	6.4
baseline	10	10.0	6	numeric	numeric	informative	-4	2.2	1.1	2.0	6.2	6.5	7.7
math	17-9	8.0	13	numeric	word	noninformative	5	1.9	2.4	2.0	3.4	2.8	3.7
math	12*6	72.0	72	word	word	noninformative	0	1.3	1.9	2.0	5.1	4.8	6.3
math	23-13	10.0	10	numeric	numeric	informative	0	1.1	2.6	2.0	4.7	4.2	5.8
math	24-15	9.0	11	numeric	numeric	informative	2	2.6	2.2	2.0	9.3	5.1	3.5
