trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	24	24.0	32	word	numeric	noninformative	8	1.8	3.2	2.2	3.2	0.5	4.6
math	12+10	22.0	20	numeric	numeric	informative	-2	1.7	2.9	1.9	4.1	0.5	6.3
baseline	11	11.0	14	word	numeric	informative	3	1.4	4.3	1.9	3.2	0.5	6.1
math	10*21	210.0	219	numeric	numeric	informative	9	2.0	5.1	1.5	3.6	0.5	5.1
math	29+4	33.0	31	numeric	word	informative	-2	1.0	6.7	2.7	5.4	0.5	2.3
math	19-17	2.0	10	numeric	word	informative	8	2.9	5.3	1.9	4.2	0.5	4.6
math	16/11	1.5	-3	word	numeric	noninformative	-4	2.6	4.0	1.1	5.2	0.5	3.7
baseline	8	8.0	10	numeric	word	noninformative	2	2.5	3.8	3.0	4.1	0.5	4.1
math	28+17	45.0	55	word	numeric	noninformative	10	2.3	3.7	1.4	7.7	0.5	2.6
baseline	10	10.0	12	word	numeric	informative	2	1.1	5.2	2.4	4.0	0.5	5.9
math	21*2	42.0	49	numeric	word	informative	7	1.8	5.2	2.6	4.1	0.5	6.6
math	21*6	126.0	124	word	numeric	informative	-2	1.8	3.3	1.9	3.1	0.5	3.8
baseline	21	21.0	21	word	numeric	noninformative	0	1.4	3.7	1.5	2.3	0.5	6.4
math	7/1	7.0	6	word	numeric	noninformative	-1	2.5	4.0	1.9	3.5	0.5	4.0
math	26/17	1.5	1	numeric	word	informative	-1	2.2	3.1	1.4	3.6	0.5	5.5
math	22/11	2.0	-2	numeric	word	informative	-4	2.9	3.1	1.9	4.2	0.5	3.1
math	2-7	-5.0	-7	numeric	numeric	informative	-2	1.7	5.3	1.5	5.7	0.5	3.6
math	9*17	153.0	163	word	word	noninformative	10	1.5	5.5	1.3	4.7	0.5	7.5
math	4-19	-15.0	-11	numeric	numeric	noninformative	4	2.4	7.7	1.4	4.6	0.5	3.0
baseline	18	18.0	19	word	word	noninformative	1	3.0	4.4	1.3	5.1	0.5	6.6
math	5+29	34.0	42	word	word	informative	8	1.6	8.0	2.9	3.5	0.5	4.1
baseline	21	21.0	19	numeric	word	noninformative	-2	1.3	4.6	2.2	6.1	0.5	3.7
baseline	24	24.0	24	word	word	noninformative	0	1.4	4.3	2.5	3.0	0.5	5.1
math	20-22	-2.0	-11	numeric	word	noninformative	-9	1.3	5.2	2.8	6.0	0.5	14.7
