trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	7+4	11.0	14	word	word	informative	3	1.1	2.0	2.0	3.6	4.2	2.6
math	25/13	1.9	-6	word	numeric	informative	-8	2.9	1.7	2.0	2.8	4.6	4.5
baseline	21	21.0	16	word	word	informative	-5	2.2	3.0	2.0	3.9	5.8	7.1
baseline	20	20.0	25	numeric	word	noninformative	5	1.0	2.3	2.0	5.5	4.3	5.2
math	21/13	1.6	7	word	word	informative	5	2.2	2.9	2.0	4.7	4.2	5.9
math	5-26	-21.0	-30	word	numeric	noninformative	-9	2.4	2.4	2.0	4.4	6.6	5.6
math	23+26	49.0	47	word	numeric	informative	-2	2.5	1.9	2.0	3.2	3.9	4.9
baseline	8	8.0	10	word	word	noninformative	2	1.0	2.4	2.0	3.2	3.9	3.9
math	10*18	180.0	190	word	numeric	informative	10	2.3	1.4	2.0	7.3	5.0	3.3
math	8*6	48.0	48	numeric	word	informative	0	1.9	2.7	2.0	3.5	3.8	3.1
math	7+25	32.0	37	word	word	noninformative	5	2.0	1.5	2.0	3.4	4.5	4.0
baseline	10	10.0	4	word	word	informative	-6	1.2	2.1	2.0	3.5	5.1	3.8
baseline	14	14.0	17	word	numeric	noninformative	3	3.0	1.5	2.0	4.7	4.7	5.8
math	6-23	-17.0	-24	numeric	word	noninformative	-7	2.1	1.7	2.0	7.3	4.1	3.7
math	13*21	273.0	272	word	numeric	noninformative	-1	3.0	2.5	2.0	5.0	5.3	5.7
math	14*27	378.0	376	numeric	numeric	noninformative	-2	2.8	3.0	2.0	5.2	4.5	5.3
math	30+21	51.0	58	numeric	numeric	informative	7	1.3	2.0	2.0	4.4	4.4	4.5
math	10-5	5.0	2	numeric	word	noninformative	-3	2.8	1.4	2.0	5.3	5.0	5.3
math	26/8	3.2	5	numeric	word	informative	2	2.9	1.2	2.0	3.4	5.6	7.9
math	16/12	1.3	-1	numeric	word	noninformative	-2	2.3	2.2	2.0	6.2	4.3	4.6
baseline	15	15.0	13	numeric	numeric	noninformative	-2	1.6	2.9	2.0	6.5	6.6	3.7
math	10-10	0.0	1	numeric	numeric	noninformative	1	1.6	1.3	2.0	4.3	2.9	6.3
baseline	7	7.0	-3	numeric	numeric	informative	-10	2.9	2.9	2.0	4.2	3.3	3.1
baseline	15	15.0	5	numeric	numeric	informative	-10	2.9	2.0	2.0	5.0	4.5	3.8
