trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	8*18	144.0	147	word	numeric	noninformative	3	1.7	2.8	2.0	5.9	4.9	5.7
math	3+25	28.0	32	word	word	informative	4	1.9	2.4	2.0	4.0	3.2	4.0
math	21+22	43.0	43	numeric	numeric	informative	0	1.6	1.4	2.0	4.2	4.8	6.1
math	28/23	1.2	0	numeric	word	noninformative	-1	3.0	1.4	2.0	4.3	5.8	6.1
math	6-1	5.0	4	word	word	informative	-1	1.8	1.5	2.0	4.1	4.4	5.1
math	13/11	1.2	6	numeric	numeric	informative	5	1.4	2.9	2.0	4.5	5.2	4.0
math	18*2	36.0	31	numeric	word	noninformative	-5	3.0	2.6	2.0	5.4	4.9	3.7
baseline	14	14.0	17	numeric	word	noninformative	3	1.1	2.7	2.0	4.7	2.2	6.8
baseline	13	13.0	17	word	numeric	noninformative	4	1.8	1.6	2.0	5.0	2.8	4.0
math	16+10	26.0	31	numeric	numeric	informative	5	2.1	2.1	2.0	7.3	4.4	5.6
math	7-9	-2.0	-4	word	word	informative	-2	1.9	1.4	2.0	3.7	3.1	4.1
baseline	3	3.0	8	word	numeric	informative	5	2.6	2.9	2.0	4.4	4.2	4.6
baseline	21	21.0	21	numeric	word	informative	0	1.6	1.2	2.0	5.0	4.1	6.6
math	20-14	6.0	12	word	numeric	informative	6	2.0	2.7	2.0	4.5	2.7	6.1
baseline	3	3.0	13	numeric	word	informative	10	2.5	2.3	2.0	5.2	4.2	5.7
baseline	27	27.0	27	word	numeric	noninformative	0	2.0	2.2	2.0	4.3	5.0	5.8
math	21/20	1.1	3	word	numeric	noninformative	2	2.6	1.7	2.0	3.6	3.3	4.7
baseline	8	8.0	6	word	numeric	noninformative	-2	1.0	1.6	2.0	2.5	3.7	4.9
math	20/15	1.3	5	word	word	noninformative	4	1.0	1.8	2.0	6.8	3.5	6.4
math	23*17	391.0	393	numeric	word	noninformative	2	1.0	1.6	2.0	6.1	5.1	4.9
math	7*24	168.0	177	numeric	numeric	informative	9	2.5	1.7	2.0	3.7	4.9	4.7
baseline	3	3.0	-5	numeric	word	informative	-8	1.9	1.2	2.0	4.7	7.6	6.8
math	9-14	-5.0	-5	numeric	numeric	noninformative	0	1.4	1.8	2.0	6.3	5.0	4.2
math	7+18	25.0	33	word	word	noninformative	8	1.4	1.1	2.0	8.6	4.7	3.5
