trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	16	16.0	19	numeric	numeric	noninformative	3	1.9	6.9	2.5	3.9	0.5	4.4
math	13/9	1.4	-2	word	numeric	informative	-3	1.6	5.4	2.4	3.7	0.5	5.5
math	17*6	102.0	112	word	word	informative	10	2.3	5.1	2.6	4.2	0.5	5.5
math	1*23	23.0	25	numeric	numeric	informative	2	2.0	5.1	2.6	5.4	0.5	5.3
math	27-7	20.0	25	numeric	word	noninformative	5	1.7	4.0	1.7	4.1	0.5	3.6
math	2*21	42.0	51	numeric	numeric	noninformative	9	2.1	4.7	2.8	3.8	0.5	5.4
math	24/5	4.8	7	word	word	noninformative	2	1.5	5.0	2.8	4.4	0.5	4.0
math	12-26	-14.0	-10	numeric	word	informative	4	3.0	4.8	2.0	3.6	0.5	3.5
math	28+1	29.0	27	word	numeric	noninformative	-2	2.1	3.9	2.4	3.5	0.5	4.6
math	11-23	-12.0	-13	numeric	word	noninformative	-1	1.2	5.5	2.4	4.8	0.5	4.7
baseline	2	2.0	4	numeric	numeric	informative	2	1.6	3.8	2.1	4.7	0.5	5.1
math	29/29	1.0	2	word	numeric	informative	1	1.7	4.8	1.6	5.0	0.5	4.4
math	9/5	1.8	1	word	word	noninformative	-1	2.7	5.1	2.2	4.0	0.5	3.5
math	15*7	105.0	96	word	numeric	noninformative	-9	1.5	3.5	2.7	4.6	0.5	5.4
baseline	20	20.0	18	numeric	word	noninformative	-2	2.5	6.3	2.7	2.7	0.5	2.8
math	26+29	55.0	62	numeric	numeric	noninformative	7	2.0	4.9	1.2	4.5	0.5	5.1
math	6+11	17.0	18	numeric	numeric	informative	1	2.0	5.5	1.2	6.0	0.5	3.5
baseline	16	16.0	17	word	word	informative	1	2.2	3.2	1.7	2.4	0.5	5.5
baseline	9	9.0	9	word	word	noninformative	0	1.7	5.1	1.1	2.7	0.5	3.0
baseline	4	4.0	2	word	numeric	informative	-2	1.1	4.1	2.6	3.0	0.5	3.7
baseline	23	23.0	26	word	word	informative	3	1.4	7.0	2.5	3.1	0.5	6.3
math	3+12	15.0	19	numeric	word	informative	4	1.9	2.9	2.8	5.1	0.5	7.2
math	5-17	-12.0	-14	word	word	noninformative	-2	2.0	4.9	1.1	3.7	0.5	4.2
baseline	27	27.0	34	numeric	numeric	informative	7	2.9	4.7	1.2	4.0	0.5	15.2
