trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	17/3	5.7	16	numeric	word	informative	10	2.3	2.5	2.0	4.9	4.5	3.5
baseline	2	2.0	3	numeric	numeric	informative	1	1.1	2.5	2.0	4.5	5.1	4.5
math	22*4	88.0	85	word	numeric	noninformative	-3	2.1	1.1	2.0	4.7	5.1	5.8
math	3+2	5.0	-1	numeric	numeric	noninformative	-6	2.6	1.2	2.0	4.9	6.3	3.4
math	16+27	43.0	48	word	word	informative	5	2.6	1.0	2.0	4.5	2.8	5.8
math	19-16	3.0	4	numeric	word	noninformative	1	2.3	2.5	2.0	5.0	3.7	5.5
baseline	15	15.0	14	word	numeric	informative	-1	1.5	1.3	2.0	4.0	3.5	3.7
math	14+21	35.0	39	word	word	noninformative	4	2.5	1.2	2.0	6.0	4.7	4.4
baseline	28	28.0	28	numeric	word	noninformative	0	2.7	2.4	2.0	3.3	5.4	3.7
baseline	6	6.0	5	numeric	word	informative	-1	2.2	1.6	2.0	5.1	4.9	4.4
math	30-19	11.0	4	word	numeric	noninformative	-7	2.2	1.7	2.0	3.3	4.4	4.8
math	11*8	88.0	90	word	numeric	noninformative	2	2.8	2.0	2.0	4.9	5.3	4.0
math	24/7	3.4	0	word	word	informative	-3	1.7	2.2	2.0	5.2	6.2	4.8
baseline	30	30.0	30	word	word	informative	0	2.5	1.6	2.0	5.7	3.6	3.5
baseline	17	17.0	17	word	word	noninformative	0	1.9	2.6	2.0	5.3	4.1	4.9
math	10-22	-12.0	-22	word	word	informative	-10	2.8	2.8	2.0	5.3	7.3	3.7
math	22/11	2.0	2	numeric	numeric	noninformative	0	2.9	2.1	2.0	4.5	5.5	5.0
math	10-25	-15.0	-15	numeric	word	noninformative	0	2.2	2.1	2.0	3.8	2.6	6.5
math	29+19	48.0	57	numeric	numeric	noninformative	9	2.8	1.7	2.0	3.8	5.5	4.9
math	24*11	264.0	261	numeric	numeric	informative	-3	1.6	1.6	2.0	6.2	2.8	3.9
math	21/5	4.2	-2	word	word	noninformative	-6	1.4	2.6	2.0	3.1	5.8	4.8
math	22*14	308.0	308	numeric	numeric	informative	0	1.3	2.6	2.0	6.0	7.7	3.5
baseline	14	14.0	14	word	numeric	informative	0	2.0	1.8	2.0	4.4	4.8	5.0
baseline	1	1.0	-2	numeric	numeric	informative	-3	2.8	1.6	2.0	5.6	5.6	3.7
