trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	26	26.0	28	word	word	informative	2	2.2	1.2	2.0	4.3	4.9	4.0
math	14-26	-12.0	-15	word	numeric	noninformative	-3	1.7	2.3	2.0	4.9	5.9	3.4
math	22*17	374.0	377	word	numeric	noninformative	3	1.7	1.2	2.0	4.4	3.1	5.1
math	26/9	2.9	-3	numeric	numeric	informative	-6	3.0	2.6	2.0	4.9	4.8	5.5
baseline	21	21.0	23	numeric	numeric	noninformative	2	2.2	2.2	2.0	6.3	2.6	3.8
math	13+13	26.0	16	numeric	word	informative	-10	1.0	2.8	2.0	3.9	6.6	4.5
math	16/5	3.2	5	word	word	informative	2	2.7	1.3	2.0	4.0	2.9	5.2
math	30-17	13.0	8	numeric	word	noninformative	-5	2.4	1.9	2.0	6.5	7.1	3.4
baseline	27	27.0	30	numeric	word	informative	3	2.8	2.4	2.0	4.6	8.0	4.8
math	18*1	18.0	16	word	word	noninformative	-2	2.0	2.1	2.0	4.9	3.4	5.5
baseline	29	29.0	28	word	numeric	informative	-1	2.6	1.8	2.0	5.0	2.5	3.9
baseline	16	16.0	11	numeric	numeric	noninformative	-5	1.1	1.0	2.0	4.0	5.9	5.5
math	13-30	-17.0	-15	numeric	word	noninformative	2	2.5	2.4	2.0	5.6	4.8	6.3
math	30/15	2.0	0	numeric	word	informative	-2	2.7	1.4	2.0	3.8	4.4	5.7
math	14+6	20.0	17	numeric	word	noninformative	-3	1.7	1.5	2.0	3.8	3.7	4.4
baseline	8	8.0	7	word	word	informative	-1	1.7	1.2	2.0	3.9	4.3	4.9
math	18+11	29.0	37	word	word	noninformative	8	2.4	2.0	2.0	3.6	5.6	4.7
math	27*7	189.0	189	numeric	numeric	noninformative	0	1.2	3.0	2.0	3.8	6.0	5.3
math	13+28	41.0	48	numeric	numeric	informative	7	2.1	2.5	2.0	3.5	5.2	5.2
baseline	6	6.0	11	word	numeric	noninformative	5	1.0	2.7	2.0	5.5	4.9	3.7
math	24/12	2.0	4	word	word	informative	2	1.1	2.0	2.0	4.6	4.0	3.6
baseline	7	7.0	5	word	numeric	informative	-2	2.3	2.0	2.0	5.5	5.8	4.5
math	23*9	207.0	209	word	numeric	informative	2	2.1	2.6	2.0	4.4	4.5	4.4
math	12-16	-4.0	-6	numeric	numeric	noninformative	-2	1.1	2.1	2.0	10.0	4.0	4.6
