trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	16	16.0	16	numeric	numeric	informative	0	2.3	1.4	2.0	3.8	6.5	4.7
math	2+29	31.0	34	numeric	numeric	noninformative	3	2.0	1.7	2.0	4.3	4.3	4.5
baseline	3	3.0	2	word	word	informative	-1	1.1	1.9	2.0	4.7	4.1	6.2
math	20/3	6.7	2	numeric	numeric	noninformative	-5	2.8	1.6	2.0	7.2	4.2	3.6
baseline	13	13.0	7	numeric	word	noninformative	-6	1.8	1.7	2.0	5.4	4.0	4.7
math	15*7	105.0	105	numeric	word	informative	0	2.1	1.7	2.0	4.1	5.7	4.1
math	9-29	-20.0	-12	word	word	informative	8	1.5	2.0	2.0	4.1	5.2	5.0
baseline	13	13.0	12	numeric	numeric	noninformative	-1	1.7	1.2	2.0	2.5	3.7	5.5
math	14-18	-4.0	-5	numeric	numeric	informative	-1	1.1	2.0	2.0	4.2	5.7	2.7
baseline	10	10.0	7	word	numeric	noninformative	-3	1.7	2.5	2.0	5.3	4.7	6.5
math	22-7	15.0	16	numeric	word	noninformative	1	1.4	1.9	2.0	4.1	4.5	3.5
math	19/14	1.4	-2	numeric	numeric	noninformative	-3	2.6	2.0	2.0	4.7	4.1	6.3
math	22*1	22.0	20	numeric	word	informative	-2	2.5	2.3	2.0	4.7	5.5	5.7
math	17+12	29.0	35	word	word	noninformative	6	2.3	2.8	2.0	6.9	4.0	5.4
math	18*1	18.0	14	word	numeric	noninformative	-4	1.1	2.4	2.0	7.8	3.5	3.2
baseline	11	11.0	9	numeric	numeric	informative	-2	1.2	1.1	2.0	4.0	5.8	3.3
math	8*9	72.0	71	word	word	noninformative	-1	2.2	2.1	2.0	4.4	4.3	5.3
math	21+5	26.0	29	word	word	informative	3	1.9	3.0	2.0	5.7	6.7	3.4
math	20+4	24.0	22	word	numeric	informative	-2	2.3	2.9	2.0	4.9	3.8	4.4
math	11/8	1.4	2	word	numeric	noninformative	1	2.6	2.7	2.0	2.8	3.7	7.0
baseline	30	30.0	29	word	word	informative	-1	1.4	1.7	2.0	5.9	5.5	4.3
math	30-5	25.0	25	word	numeric	informative	0	1.7	1.2	2.0	7.3	3.2	5.5
baseline	19	19.0	17	numeric	word	noninformative	-2	2.7	1.2	2.0	3.8	4.5	3.3
math	29/24	1.2	1	word	word	informative	0	2.2	2.7	2.0	8.4	2.5	5.3
