trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	4+3	7.0	9	word	word	noninformative	2	1.5	1.9	2.0	3.3	3.0	4.3
baseline	6	6.0	7	numeric	word	informative	1	1.2	1.4	2.0	6.8	6.9	3.8
math	1-22	-21.0	-22	word	numeric	informative	-1	1.8	3.0	2.0	4.0	4.4	3.9
math	24/19	1.3	4	word	word	informative	3	2.9	2.9	2.0	4.9	2.9	3.6
math	7*11	77.0	76	numeric	numeric	informative	-1	1.9	1.9	2.0	5.0	5.0	5.0
math	10*14	140.0	142	numeric	word	noninformative	2	2.9	1.4	2.0	4.1	6.4	3.5
baseline	12	12.0	12	numeric	numeric	noninformative	0	1.7	2.5	2.0	6.2	4.6	5.9
math	3+10	13.0	5	word	word	noninformative	-8	1.5	1.9	2.0	7.5	3.4	7.0
math	30-11	19.0	16	word	numeric	informative	-3	1.8	1.0	2.0	6.0	4.3	5.1
math	27/25	1.1	-6	word	word	informative	-7	2.5	1.9	2.0	5.8	2.5	3.9
baseline	24	24.0	16	word	numeric	informative	-8	1.8	1.3	2.0	5.7	4.4	5.4
math	3*22	66.0	67	word	word	noninformative	1	2.4	1.2	2.0	2.7	3.8	3.9
math	9-28	-19.0	-19	numeric	numeric	noninformative	0	2.4	1.6	2.0	3.9	6.7	2.4
baseline	26	26.0	25	numeric	numeric	informative	-1	1.2	2.1	2.0	4.9	4.4	4.5
baseline	18	18.0	11	numeric	numeric	noninformative	-7	2.6	1.0	2.0	7.0	5.9	4.9
baseline	9	9.0	1	numeric	numeric	informative	-8	2.5	1.8	2.0	3.9	4.8	4.6
math	25/16	1.6	2	numeric	word	informative	0	2.6	1.6	2.0	5.3	4.4	3.8
baseline	5	5.0	12	numeric	numeric	noninformative	7	2.9	1.2	2.0	6.4	3.8	5.0
baseline	21	21.0	20	word	numeric	noninformative	-1	2.9	2.2	2.0	3.2	3.6	5.6
math	10+28	38.0	39	word	word	noninformative	1	1.7	1.2	2.0	4.1	7.3	4.2
math	2+1	3.0	1	word	word	noninformative	-2	2.6	2.5	2.0	4.1	4.0	5.5
math	2-20	-18.0	-22	numeric	numeric	informative	-4	2.7	1.5	2.0	5.2	3.2	4.5
math	6/5	1.2	4	word	word	informative	3	2.0	2.5	2.0	5.0	6.3	6.2
math	27*19	513.0	515	numeric	word	noninformative	2	1.3	1.2	2.0	6.5	6.7	3.3
