trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	6+7	13.0	10	numeric	word	noninformative	-3	2.8	1.6	2.0	4.2	5.9	4.1
math	26/20	1.3	4	numeric	numeric	noninformative	3	2.0	1.9	2.0	4.1	2.9	4.0
baseline	28	28.0	27	word	word	informative	-1	1.7	2.5	2.0	4.8	5.5	7.3
math	12-26	-14.0	-16	numeric	word	noninformative	-2	2.4	1.7	2.0	4.2	5.1	3.5
math	9*15	135.0	136	numeric	numeric	informative	1	2.7	2.2	2.0	7.8	3.3	5.7
math	25+3	28.0	29	word	word	informative	1	2.7	2.8	2.0	7.1	5.7	5.5
math	29-3	26.0	24	numeric	numeric	informative	-2	2.6	2.5	2.0	7.1	3.7	4.1
math	22/11	2.0	1	word	word	informative	-1	2.2	1.2	2.0	4.4	3.3	6.6
math	2*4	8.0	5	numeric	word	informative	-3	2.8	2.0	2.0	4.6	4.2	3.8
baseline	7	7.0	4	numeric	word	noninformative	-3	2.7	2.2	2.0	4.7	5.0	3.4
baseline	1	1.0	-2	numeric	word	informative	-3	1.2	2.3	2.0	4.1	6.5	4.9
math	11/7	1.6	3	word	numeric	noninformative	1	1.6	1.6	2.0	4.4	3.5	3.6
baseline	13	13.0	13	numeric	word	noninformative	0	2.8	2.6	2.0	6.7	5.1	4.6
baseline	26	26.0	24	word	numeric	informative	-2	2.3	2.0	2.0	4.3	6.0	4.0
math	23-20	3.0	-1	word	numeric	noninformative	-4	2.6	2.2	2.0	8.0	4.2	3.5
math	18+20	38.0	39	numeric	numeric	informative	1	2.6	2.8	2.0	3.0	3.3	4.2
baseline	6	6.0	6	word	numeric	noninformative	0	1.5	2.7	2.0	3.5	4.9	5.1
baseline	25	25.0	23	numeric	word	informative	-2	2.9	2.0	2.0	3.9	4.3	5.9
math	28/4	7.0	1	word	numeric	informative	-6	1.5	1.6	2.0	3.4	3.9	3.8
math	26*5	130.0	133	word	numeric	noninformative	3	2.6	2.3	2.0	5.1	3.6	3.7
math	12-16	-4.0	-5	word	word	noninformative	-1	2.5	2.2	2.0	6.1	3.5	4.5
math	3+18	21.0	31	word	numeric	informative	10	1.1	3.0	2.0	4.4	3.4	4.6
math	18*7	126.0	128	numeric	word	noninformative	2	2.3	2.6	2.0	3.8	4.4	4.5
baseline	22	22.0	12	word	numeric	noninformative	-10	2.5	1.4	2.0	2.0	4.0	5.7
