trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	7*29	203.0	212	numeric	numeric	noninformative	9	2.1	6.1	1.4	5.8	0.5	4.8
math	21-6	15.0	16	numeric	numeric	informative	1	1.8	3.9	2.6	4.4	0.5	3.3
math	27+7	34.0	27	numeric	word	informative	-7	1.1	3.9	1.0	4.5	0.5	5.0
baseline	26	26.0	20	word	numeric	informative	-6	2.1	3.1	2.8	2.7	0.5	6.0
math	9*10	90.0	91	numeric	numeric	noninformative	1	1.3	4.6	2.3	2.8	0.5	4.9
baseline	12	12.0	6	word	numeric	noninformative	-6	2.0	4.6	2.5	3.5	0.5	7.2
baseline	10	10.0	11	word	word	noninformative	1	1.5	3.5	2.9	4.9	0.5	3.5
math	30*8	240.0	246	numeric	word	informative	6	2.1	3.9	1.8	5.6	0.5	4.3
baseline	8	8.0	16	word	numeric	informative	8	2.1	5.2	1.6	3.8	0.5	3.7
math	6-9	-3.0	-3	numeric	numeric	noninformative	0	1.5	3.0	2.0	6.3	0.5	2.5
math	21/2	10.5	2	word	numeric	noninformative	-9	1.2	4.7	1.6	6.7	0.5	5.9
math	26/7	3.7	2	word	word	noninformative	-2	1.9	3.1	2.1	4.8	0.5	4.5
math	30-20	10.0	3	word	numeric	noninformative	-7	2.5	5.6	1.6	3.9	0.5	6.8
baseline	22	22.0	18	word	word	noninformative	-4	2.4	4.5	1.5	4.7	0.5	5.0
math	26+10	36.0	34	numeric	word	noninformative	-2	2.7	3.6	2.4	3.0	0.5	4.9
baseline	22	22.0	23	word	word	noninformative	1	1.9	3.6	1.7	4.0	0.5	4.0
baseline	29	29.0	27	word	word	noninformative	-2	2.1	5.4	1.9	7.8	0.5	3.9
math	23/21	1.1	-8	numeric	numeric	informative	-9	1.0	2.9	2.2	3.4	0.5	4.6
math	14+5	19.0	14	numeric	word	informative	-5	2.7	6.0	1.2	4.1	0.5	5.7
math	24-13	11.0	10	numeric	word	informative	-1	2.2	7.3	1.8	8.0	0.5	4.7
math	17+23	40.0	32	word	word	informative	-8	2.9	4.7	1.5	4.1	0.5	4.4
math	5*5	25.0	32	numeric	numeric	informative	7	2.8	3.4	2.2	6.0	0.5	4.0
baseline	11	11.0	5	word	numeric	informative	-6	2.4	5.6	2.8	4.4	0.5	4.1
math	26/9	2.9	11	numeric	word	informative	8	2.8	4.2	1.4	4.2	0.5	8.6
