trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	19/13	1.5	-1	numeric	word	noninformative	-2	2.3	3.4	2.8	4.8	0.5	4.0
subtraction	13-24	-11.0	-18	word	numeric	noninformative	-7	1.8	5.2	1.6	3.4	0.5	4.1
addition	6+16	22.0	20	numeric	numeric	informative	-2	2.3	7.5	2.1	5.6	0.5	5.9
addition	18+6	24.0	15	word	word	informative	-9	1.3	4.6	1.8	3.4	0.5	3.4
addition	25+10	35.0	34	numeric	word	informative	-1	2.9	6.7	1.1	5.4	0.5	6.0
division	26/20	1.3	-1	numeric	word	informative	-2	1.7	4.6	2.0	3.8	0.5	6.8
multiplication	29*8	232.0	238	numeric	word	noninformative	6	3.0	4.4	2.7	4.0	0.5	3.9
multiplication	8*6	48.0	54	numeric	numeric	informative	6	1.5	2.9	1.7	5.2	0.5	3.6
division	22/20	1.1	1	word	numeric	noninformative	0	2.2	3.3	2.0	4.7	0.5	5.7
addition	15+1	16.0	21	numeric	numeric	informative	5	1.8	5.0	1.9	3.0	0.5	5.7
multiplication	2*2	4.0	3	word	numeric	noninformative	-1	1.3	5.4	1.8	5.9	0.5	4.0
subtraction	14-23	-9.0	-7	word	numeric	noninformative	2	2.1	6.9	2.5	5.4	0.5	4.1
addition	11+21	32.0	30	word	numeric	informative	-2	2.0	7.5	1.7	7.6	0.5	2.4
division	20/19	1.1	-7	word	word	informative	-8	2.5	4.0	2.2	3.4	0.5	3.6
subtraction	3-1	2.0	6	word	numeric	noninformative	4	2.9	3.1	1.6	4.1	0.5	5.6
subtraction	27-6	21.0	18	numeric	word	noninformative	-3	1.2	4.1	1.7	4.9	0.5	5.2
division	28/16	1.8	-6	numeric	numeric	informative	-8	1.4	4.3	1.5	5.4	0.5	3.2
multiplication	10*4	40.0	40	word	word	informative	0	3.0	5.3	2.4	3.0	0.5	4.7
subtraction	13-30	-17.0	-20	numeric	word	noninformative	-3	1.5	2.9	1.4	4.5	0.5	2.7
addition	27+26	53.0	51	numeric	numeric	noninformative	-2	1.5	3.5	1.5	3.1	0.5	4.6
multiplication	24*7	168.0	170	word	word	noninformative	2	2.3	3.5	1.7	4.3	0.5	4.2
multiplication	8*7	56.0	51	word	word	informative	-5	2.5	2.7	2.1	2.7	0.5	5.2
subtraction	19-22	-3.0	-3	numeric	word	informative	0	2.4	5.5	2.8	6.9	0.5	4.0
division	25/14	1.8	2	word	numeric	noninformative	0	1.1	4.6	2.6	5.4	0.5	3.6
