trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	30+13	43.0	40	word	numeric	informative	-3	1.6	7.0	2.2	4.5	0.5	3.4
subtraction	24-3	21.0	20	word	numeric	informative	-1	2.9	4.0	2.2	4.5	0.5	4.1
multiplication	18*9	162.0	171	word	numeric	noninformative	9	2.1	4.5	2.7	3.6	0.5	4.7
multiplication	13*9	117.0	121	numeric	word	informative	4	1.7	3.6	2.3	4.7	0.5	3.5
division	6/2	3.0	10	word	word	informative	7	2.0	4.2	1.6	6.9	0.5	7.1
multiplication	28*2	56.0	52	word	word	informative	-4	1.5	6.1	2.0	5.3	0.5	4.2
subtraction	1-29	-28.0	-31	numeric	numeric	noninformative	-3	1.7	2.6	1.3	4.9	0.5	3.1
addition	10+18	28.0	31	numeric	word	informative	3	1.2	5.4	1.9	4.9	0.5	6.3
subtraction	26-18	8.0	4	numeric	numeric	noninformative	-4	2.0	4.6	1.2	4.3	0.5	4.3
addition	29+10	39.0	38	word	word	informative	-1	2.0	3.1	1.9	7.3	0.5	5.1
multiplication	17*9	153.0	149	numeric	numeric	informative	-4	1.3	3.9	2.8	5.6	0.5	4.1
multiplication	5*3	15.0	20	numeric	word	informative	5	2.0	2.8	2.4	4.7	0.5	5.9
addition	20+13	33.0	23	word	word	noninformative	-10	1.2	3.1	1.7	4.3	0.5	3.8
division	25/3	8.3	-1	word	numeric	informative	-9	2.0	4.9	2.5	5.7	0.5	7.1
subtraction	5-2	3.0	4	numeric	word	noninformative	1	1.0	7.4	1.2	2.8	0.5	4.3
subtraction	20-11	9.0	12	numeric	word	informative	3	1.2	3.0	1.8	3.8	0.5	4.0
division	28/23	1.2	3	word	word	noninformative	2	1.4	5.7	2.0	4.1	0.5	3.4
subtraction	14-18	-4.0	-2	numeric	numeric	noninformative	2	2.2	4.1	2.4	5.8	0.5	4.5
division	20/8	2.5	0	word	numeric	informative	-2	2.6	3.6	2.3	4.1	0.5	5.3
division	19/6	3.2	8	word	numeric	noninformative	5	1.1	6.6	2.2	4.8	0.5	2.5
addition	7+19	26.0	26	word	word	noninformative	0	1.6	5.6	1.3	3.5	0.5	3.2
multiplication	7*8	56.0	55	numeric	numeric	noninformative	-1	2.2	6.6	1.6	3.5	0.5	5.3
addition	4+25	29.0	25	numeric	word	noninformative	-4	2.8	6.1	2.1	2.6	0.5	3.9
division	11/8	1.4	-6	numeric	numeric	noninformative	-7	1.1	5.7	2.5	3.5	0.5	5.6
