trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	26+5	31.0	28	word	word	informative	-3	1.1	4.6	2.9	5.1	0.5	4.6
math	19*17	323.0	318	numeric	word	informative	-5	2.6	4.7	1.2	3.0	0.5	6.8
math	22*12	264.0	254	word	numeric	noninformative	-10	1.2	5.3	2.8	4.4	0.5	2.5
math	25*20	500.0	504	numeric	numeric	informative	4	2.3	2.7	1.3	7.8	0.5	4.3
baseline	25	25.0	27	numeric	numeric	noninformative	2	1.0	4.8	1.9	3.6	0.5	4.1
math	5-30	-25.0	-26	numeric	word	informative	-1	2.9	6.9	1.4	6.5	0.5	6.2
math	10/3	3.3	7	word	numeric	noninformative	4	1.9	3.6	1.3	3.6	0.5	3.6
math	22-18	4.0	3	numeric	numeric	informative	-1	1.5	3.5	2.0	5.1	0.5	4.2
math	24*27	648.0	647	numeric	numeric	noninformative	-1	1.4	4.2	2.8	4.2	0.5	5.6
math	4+26	30.0	34	numeric	numeric	informative	4	1.8	3.2	2.8	6.8	0.5	3.7
baseline	16	16.0	11	word	word	noninformative	-5	1.0	3.4	2.7	4.9	0.5	2.6
baseline	28	28.0	24	numeric	word	noninformative	-4	2.3	3.8	2.0	7.6	0.5	4.8
baseline	15	15.0	12	numeric	numeric	noninformative	-3	2.7	4.2	2.6	4.3	0.5	5.5
math	14/7	2.0	5	numeric	word	informative	3	2.2	4.1	2.9	2.9	0.5	3.7
baseline	9	9.0	9	word	word	noninformative	0	2.6	6.9	2.6	3.2	0.5	5.4
math	26-18	8.0	12	numeric	word	noninformative	4	2.7	2.5	1.9	5.4	0.5	5.0
math	18+14	32.0	28	word	word	noninformative	-4	1.5	5.0	1.7	4.6	0.5	6.2
baseline	21	21.0	26	word	numeric	informative	5	2.7	4.2	1.2	4.5	0.5	3.4
baseline	24	24.0	23	word	word	informative	-1	1.6	4.8	3.0	4.5	0.5	5.3
math	3-27	-24.0	-21	word	numeric	informative	3	1.3	4.1	1.3	3.0	0.5	4.2
math	10+20	30.0	36	numeric	numeric	noninformative	6	2.4	3.4	1.6	5.6	0.5	7.1
math	4/2	2.0	8	word	word	informative	6	1.9	5.5	2.4	6.1	0.5	6.7
baseline	8	8.0	14	word	word	informative	6	2.1	3.5	2.3	5.9	0.5	3.8
math	15/2	7.5	8	word	numeric	noninformative	1	1.8	3.3	1.4	4.9	0.5	6.5
