trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	23/9	2.6	1	word	numeric	informative	-2	1.2	1.4	2.0	5.4	4.5	5.2
math	28+2	30.0	23	numeric	numeric	noninformative	-7	2.0	1.9	2.0	6.0	7.1	4.8
math	6-20	-14.0	-23	numeric	word	informative	-9	2.5	2.4	2.0	5.1	7.6	4.7
math	3*28	84.0	88	numeric	word	noninformative	4	2.1	2.5	2.0	4.6	3.7	3.1
baseline	7	7.0	8	numeric	word	noninformative	1	2.8	1.5	2.0	5.0	5.0	2.8
baseline	16	16.0	15	word	word	informative	-1	2.1	2.1	2.0	4.0	4.4	6.4
baseline	14	14.0	16	numeric	numeric	noninformative	2	1.3	2.3	2.0	3.7	5.0	6.3
baseline	30	30.0	31	numeric	word	informative	1	1.5	2.9	2.0	5.0	3.2	5.6
baseline	13	13.0	16	word	numeric	noninformative	3	2.9	1.9	2.0	3.7	4.8	5.2
math	30/15	2.0	5	numeric	word	informative	3	1.3	1.1	2.0	4.6	4.2	4.7
math	5+5	10.0	7	numeric	numeric	noninformative	-3	1.5	2.6	2.0	4.7	5.8	3.9
math	30-18	12.0	18	word	word	noninformative	6	2.8	1.0	2.0	5.1	4.3	4.6
math	28/14	2.0	-3	word	numeric	informative	-5	2.7	2.7	2.0	3.1	4.3	6.1
math	22*17	374.0	377	word	word	informative	3	2.2	1.8	2.0	4.6	4.3	7.2
baseline	9	9.0	17	word	numeric	noninformative	8	1.8	2.5	2.0	5.4	4.7	6.2
math	20-29	-9.0	-9	numeric	numeric	noninformative	0	2.5	2.1	2.0	3.7	5.0	3.8
baseline	15	15.0	17	numeric	numeric	noninformative	2	1.2	1.2	2.0	4.4	4.2	6.8
math	27-30	-3.0	-7	word	numeric	informative	-4	1.8	2.7	2.0	6.4	2.8	6.6
math	18/8	2.2	0	word	word	noninformative	-2	1.3	2.3	2.0	3.5	4.5	3.3
math	11+14	25.0	34	word	word	informative	9	2.8	2.2	2.0	4.2	4.1	4.5
math	15*17	255.0	248	word	numeric	informative	-7	1.5	2.6	2.0	4.6	4.0	3.8
math	29*17	493.0	492	numeric	numeric	informative	-1	1.5	1.5	2.0	3.2	3.8	5.9
baseline	1	1.0	3	word	word	noninformative	2	2.9	2.5	2.0	3.9	4.2	5.1
math	19+30	49.0	42	numeric	word	informative	-7	1.9	1.5	2.0	8.1	4.0	2.6
