trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	27-29	-2.0	-4	numeric	numeric	noninformative	-2	1.8	2.1	2.0	5.1	4.5	3.9
math	8*1	8.0	9	word	numeric	informative	1	1.0	2.2	2.0	4.6	3.7	4.1
math	24+1	25.0	25	word	numeric	informative	0	1.7	1.1	2.0	3.7	7.5	5.8
math	19/7	2.7	6	numeric	word	informative	3	2.1	1.2	2.0	4.8	5.6	4.0
baseline	3	3.0	4	word	word	noninformative	1	2.6	2.0	2.0	4.4	4.7	3.8
math	24-26	-2.0	-2	numeric	numeric	informative	0	2.7	2.5	2.0	4.6	4.7	4.9
baseline	23	23.0	22	word	numeric	noninformative	-1	2.9	2.1	2.0	3.5	6.9	6.2
math	23*20	460.0	464	word	word	noninformative	4	2.9	1.6	2.0	3.4	3.5	3.9
baseline	23	23.0	25	word	word	noninformative	2	1.8	2.6	2.0	4.4	4.0	4.9
math	17*1	17.0	17	word	word	informative	0	2.4	2.7	2.0	4.9	6.1	3.4
math	8+3	11.0	10	numeric	numeric	noninformative	-1	1.3	2.6	2.0	4.7	4.8	4.8
math	28-8	20.0	23	numeric	numeric	informative	3	2.7	1.1	2.0	4.6	5.4	4.4
math	26/14	1.9	-1	word	word	noninformative	-3	2.9	2.8	2.0	6.6	5.8	5.7
math	8+1	9.0	14	numeric	numeric	informative	5	2.7	2.6	2.0	5.4	5.9	4.5
baseline	25	25.0	34	word	numeric	noninformative	9	2.3	2.8	2.0	2.9	5.5	3.9
math	12/7	1.7	5	word	word	informative	3	1.3	2.2	2.0	5.8	5.6	6.2
baseline	5	5.0	7	numeric	numeric	noninformative	2	1.3	1.3	2.0	5.2	3.4	5.4
baseline	13	13.0	9	numeric	word	informative	-4	2.7	2.7	2.0	5.2	5.3	4.9
math	22+26	48.0	44	word	numeric	noninformative	-4	1.9	1.8	2.0	5.6	5.3	3.7
math	2*14	28.0	22	numeric	word	informative	-6	1.0	1.2	2.0	3.2	4.1	4.0
baseline	5	5.0	8	numeric	word	noninformative	3	2.5	1.4	2.0	3.9	5.5	3.2
math	16-8	8.0	8	numeric	word	informative	0	2.4	2.0	2.0	2.8	4.6	4.0
baseline	14	14.0	11	word	word	noninformative	-3	2.9	1.7	2.0	6.0	3.3	3.0
math	17/4	4.2	13	numeric	numeric	informative	9	2.0	1.6	2.0	5.4	5.2	4.1
