trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	15	15.0	19	word	numeric	noninformative	4	1.2	2.1	2.0	4.7	6.0	4.2
math	18+14	32.0	23	word	word	informative	-9	2.7	2.3	2.0	7.2	3.5	5.6
math	24/5	4.8	3	word	word	noninformative	-2	2.6	2.6	2.0	4.8	3.4	3.2
math	29+20	49.0	49	word	numeric	noninformative	0	2.1	2.2	2.0	4.9	4.7	6.3
baseline	11	11.0	1	numeric	word	noninformative	-10	2.0	1.9	2.0	6.3	5.2	3.7
baseline	25	25.0	35	word	word	informative	10	2.7	1.1	2.0	5.8	5.4	4.4
baseline	26	26.0	28	numeric	numeric	informative	2	2.8	1.3	2.0	4.5	3.5	3.2
math	20-14	6.0	7	numeric	word	informative	1	2.4	1.6	2.0	4.7	7.6	2.7
math	30-24	6.0	0	word	word	noninformative	-6	2.4	2.7	2.0	4.1	5.2	6.9
baseline	22	22.0	28	word	word	informative	6	2.0	2.9	2.0	5.2	7.5	6.0
math	15*8	120.0	121	word	word	informative	1	1.8	1.7	2.0	6.0	5.1	4.7
math	5*26	130.0	128	numeric	numeric	informative	-2	1.8	2.7	2.0	3.6	6.0	3.6
baseline	15	15.0	13	numeric	word	noninformative	-2	2.5	2.4	2.0	4.4	3.7	3.6
math	23-6	17.0	21	numeric	numeric	informative	4	2.0	1.7	2.0	4.4	5.5	4.0
baseline	6	6.0	9	numeric	word	informative	3	2.8	2.4	2.0	3.7	3.0	4.5
math	23+28	51.0	54	word	numeric	noninformative	3	1.2	1.6	2.0	4.6	3.5	4.9
math	1*29	29.0	27	numeric	numeric	noninformative	-2	1.7	1.8	2.0	4.3	6.1	3.6
math	6+9	15.0	16	numeric	numeric	noninformative	1	1.9	1.3	2.0	4.1	4.2	7.6
math	6-25	-19.0	-28	numeric	numeric	noninformative	-9	1.6	2.0	2.0	5.6	3.3	3.4
math	8/3	2.7	8	word	numeric	noninformative	5	1.4	1.1	2.0	5.5	5.3	4.3
math	21/4	5.2	6	word	word	informative	1	1.3	2.3	2.0	3.0	3.1	3.4
math	27*19	513.0	511	numeric	numeric	informative	-2	1.7	1.9	2.0	4.4	5.5	3.0
baseline	4	4.0	4	word	numeric	informative	0	2.1	2.9	2.0	7.5	4.0	5.1
math	25/21	1.2	-1	numeric	word	noninformative	-2	1.2	1.9	2.0	8.7	4.1	3.4
