trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	26/15	1.7	2	word	numeric	noninformative	0	1.3	4.7	2.0	3.3	0.5	5.0
baseline	15	15.0	13	numeric	word	noninformative	-2	2.8	7.3	2.6	3.5	0.5	4.6
math	1-25	-24.0	-19	word	word	informative	5	2.2	3.4	2.4	3.6	0.5	5.0
baseline	16	16.0	8	word	word	informative	-8	2.8	6.5	1.9	3.4	0.5	5.2
baseline	26	26.0	36	numeric	numeric	noninformative	10	1.7	5.2	1.3	2.9	0.5	3.3
baseline	26	26.0	31	word	word	noninformative	5	1.3	4.4	1.1	4.3	0.5	3.3
math	22-15	7.0	9	word	numeric	informative	2	1.2	4.1	2.0	4.9	0.5	4.8
math	18+15	33.0	37	numeric	numeric	informative	4	1.9	3.6	2.0	5.2	0.5	5.2
baseline	1	1.0	3	word	word	noninformative	2	2.5	4.7	2.1	6.7	0.5	4.5
baseline	15	15.0	19	numeric	word	informative	4	2.9	4.0	1.5	4.9	0.5	4.9
math	8*12	96.0	89	numeric	numeric	noninformative	-7	1.7	6.3	2.3	4.6	0.5	4.0
math	9-2	7.0	2	numeric	numeric	noninformative	-5	1.8	3.9	1.5	3.8	0.5	3.3
math	17-17	0.0	0	word	word	informative	0	2.8	5.4	1.8	4.8	0.5	4.9
math	2+5	7.0	14	numeric	word	noninformative	7	2.9	2.7	2.1	4.4	0.5	4.0
baseline	8	8.0	16	numeric	word	informative	8	1.1	4.6	1.8	3.3	0.5	4.6
math	2+22	24.0	33	word	numeric	noninformative	9	2.5	3.9	2.1	4.2	0.5	4.7
math	15+14	29.0	31	word	numeric	informative	2	2.6	3.6	1.9	3.9	0.5	4.3
math	6*23	138.0	141	word	numeric	noninformative	3	2.1	3.4	2.1	3.4	0.5	4.4
math	9/3	3.0	10	numeric	numeric	informative	7	2.7	3.9	1.2	7.4	0.5	3.9
math	27/9	3.0	-1	word	word	informative	-4	3.0	5.0	2.8	4.4	0.5	5.1
math	22*9	198.0	197	word	word	informative	-1	1.8	4.8	2.4	4.3	0.5	6.9
math	2*10	20.0	12	numeric	word	informative	-8	1.5	3.7	2.1	3.3	0.5	5.6
math	26/11	2.4	-3	numeric	numeric	noninformative	-5	2.1	4.3	2.8	4.7	0.5	6.4
baseline	28	28.0	28	numeric	numeric	noninformative	0	1.1	4.9	1.4	6.9	0.5	12.2
