trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	30-26	4.0	14	word	numeric	informative	10	2.8	6.0	1.7	3.1	0.5	5.1
math	28/16	1.8	-7	word	word	informative	-9	2.1	3.7	1.1	4.1	0.5	3.6
baseline	6	6.0	6	numeric	numeric	noninformative	0	1.8	5.4	1.3	3.5	0.5	5.2
math	2/1	2.0	5	numeric	numeric	noninformative	3	2.6	4.7	1.8	7.9	0.5	3.8
math	13/1	13.0	7	word	word	noninformative	-6	1.3	6.0	2.5	3.5	0.5	3.4
baseline	4	4.0	12	word	word	informative	8	2.6	4.3	1.2	3.6	0.5	3.2
math	24*21	504.0	500	numeric	word	noninformative	-4	2.3	3.5	2.7	3.0	0.5	4.0
baseline	10	10.0	11	numeric	numeric	noninformative	1	2.1	5.3	1.4	3.4	0.5	4.0
math	17+11	28.0	38	numeric	numeric	informative	10	2.7	5.0	1.9	3.5	0.5	4.7
math	1*27	27.0	28	word	numeric	informative	1	2.2	3.6	1.2	6.2	0.5	6.5
baseline	18	18.0	10	numeric	numeric	informative	-8	2.4	4.3	2.9	5.5	0.5	3.4
math	9*12	108.0	106	word	numeric	informative	-2	2.8	5.7	2.5	4.4	0.5	6.6
math	12*14	168.0	177	word	numeric	informative	9	2.8	5.1	2.6	4.1	0.5	4.8
baseline	9	9.0	5	word	word	noninformative	-4	1.9	3.8	2.8	3.9	0.5	5.2
baseline	13	13.0	11	numeric	numeric	noninformative	-2	2.6	4.8	2.7	4.5	0.5	3.5
math	23-14	9.0	8	word	numeric	noninformative	-1	2.1	5.3	2.2	3.0	0.5	3.6
baseline	18	18.0	8	numeric	numeric	informative	-10	2.1	3.7	1.8	4.4	0.5	4.0
math	4+15	19.0	20	word	word	noninformative	1	2.8	4.1	2.1	4.8	0.5	3.9
baseline	5	5.0	5	numeric	word	informative	0	1.2	3.9	2.7	3.7	0.5	4.5
math	19-10	9.0	7	word	word	noninformative	-2	2.3	4.1	3.0	4.1	0.5	4.4
math	22/8	2.8	-4	numeric	word	noninformative	-7	2.4	3.4	1.9	4.4	0.5	5.4
math	20-20	0.0	-1	numeric	word	informative	-1	1.6	6.2	1.3	5.2	0.5	4.9
math	3+20	23.0	18	word	word	informative	-5	1.7	3.0	1.9	6.3	0.5	6.3
math	24+7	31.0	28	numeric	word	noninformative	-3	2.5	5.6	1.5	4.0	0.5	11.0
