trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	14+22	36.0	36	word	word	noninformative	0	1.2	2.8	2.0	4.1	4.6	3.7
math	2+10	12.0	8	word	numeric	informative	-4	1.9	2.0	2.0	4.3	5.0	7.5
math	24/3	8.0	17	numeric	numeric	informative	9	2.3	1.3	2.0	4.8	4.8	4.2
math	26+23	49.0	45	numeric	word	informative	-4	2.8	2.6	2.0	5.1	3.7	4.8
math	27*14	378.0	384	numeric	word	noninformative	6	2.8	1.9	2.0	6.8	3.3	4.3
math	30-8	22.0	23	word	word	noninformative	1	2.9	1.1	2.0	5.3	6.1	5.0
math	16*24	384.0	379	numeric	numeric	noninformative	-5	2.1	2.6	2.0	4.9	4.4	3.5
math	18/7	2.6	4	numeric	numeric	noninformative	1	1.3	1.0	2.0	5.7	5.9	4.5
math	12-11	1.0	-2	word	word	informative	-3	1.4	2.1	2.0	4.3	4.1	4.6
baseline	10	10.0	13	word	word	informative	3	2.2	1.3	2.0	4.2	3.2	3.6
baseline	29	29.0	31	word	numeric	noninformative	2	1.8	2.2	2.0	5.6	4.6	4.7
baseline	23	23.0	14	word	numeric	noninformative	-9	1.4	2.2	2.0	3.5	5.8	5.1
math	12/5	2.4	0	numeric	numeric	noninformative	-2	1.6	1.8	2.0	4.1	2.3	4.3
baseline	15	15.0	12	numeric	numeric	informative	-3	3.0	2.6	2.0	3.7	5.5	4.0
baseline	15	15.0	16	numeric	word	informative	1	1.2	2.4	2.0	7.2	5.4	7.8
baseline	22	22.0	18	numeric	numeric	noninformative	-4	2.5	1.8	2.0	3.3	4.5	6.8
math	23+26	49.0	50	word	word	informative	1	2.5	1.4	2.0	5.1	4.0	5.3
baseline	29	29.0	31	word	word	noninformative	2	2.2	1.4	2.0	3.3	4.1	5.9
baseline	8	8.0	6	word	numeric	informative	-2	2.0	2.5	2.0	3.5	3.7	5.8
math	15-27	-12.0	-12	numeric	word	informative	0	2.7	1.4	2.0	6.8	4.8	3.5
math	1*24	24.0	23	numeric	numeric	informative	-1	1.6	1.3	2.0	7.1	2.6	5.7
math	24-17	7.0	7	numeric	word	noninformative	0	3.0	1.3	2.0	3.0	4.6	4.3
math	27/1	27.0	26	word	numeric	noninformative	-1	1.2	2.5	2.0	3.9	4.4	5.3
math	25*4	100.0	101	word	word	informative	1	1.2	2.2	2.0	8.8	5.4	4.1
