trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	8+26	34.0	30	word	word	informative	-4	2.1	2.2	2.0	3.9	3.6	6.1
baseline	6	6.0	12	word	word	informative	6	2.9	1.3	2.0	4.9	6.2	4.8
math	24+24	48.0	57	word	numeric	noninformative	9	2.3	3.0	2.0	6.5	7.0	7.8
math	2+1	3.0	0	word	numeric	noninformative	-3	2.7	2.3	2.0	4.7	7.5	3.3
baseline	23	23.0	32	numeric	word	noninformative	9	1.2	3.0	2.0	3.9	3.3	6.3
baseline	17	17.0	24	numeric	numeric	informative	7	1.7	1.9	2.0	4.0	7.0	4.1
math	14-18	-4.0	-3	numeric	word	informative	1	1.3	2.0	2.0	4.8	2.8	5.1
baseline	22	22.0	24	word	numeric	noninformative	2	1.5	1.5	2.0	3.1	4.1	5.5
math	17*16	272.0	275	numeric	word	informative	3	2.0	1.7	2.0	3.2	4.9	4.6
math	20/19	1.1	9	numeric	word	informative	8	3.0	1.9	2.0	4.4	3.4	3.8
math	28*2	56.0	54	numeric	word	noninformative	-2	2.0	1.3	2.0	2.7	3.9	4.7
math	26/9	2.9	7	numeric	numeric	informative	4	1.4	1.2	2.0	5.4	6.8	6.2
math	27/15	1.8	4	word	numeric	noninformative	2	1.7	1.4	2.0	5.1	4.2	2.9
math	30/25	1.2	9	numeric	word	noninformative	8	2.1	1.8	2.0	3.5	6.2	4.8
math	6-5	1.0	4	word	numeric	noninformative	3	2.7	2.8	2.0	4.0	3.5	6.4
baseline	23	23.0	17	numeric	numeric	noninformative	-6	2.1	2.9	2.0	4.4	6.5	3.5
baseline	14	14.0	16	numeric	word	informative	2	2.6	2.2	2.0	2.3	3.2	4.1
math	17-9	8.0	13	numeric	word	informative	5	1.8	2.0	2.0	5.2	7.3	5.3
math	7*1	7.0	0	word	word	informative	-7	2.5	2.5	2.0	6.6	5.3	2.6
math	26+7	33.0	35	word	numeric	noninformative	2	2.4	1.8	2.0	4.2	3.8	4.8
math	1*1	1.0	-4	word	numeric	informative	-5	1.7	1.5	2.0	3.7	4.1	7.5
baseline	25	25.0	23	numeric	numeric	noninformative	-2	1.1	1.7	2.0	3.9	2.9	5.0
math	17-2	15.0	17	word	numeric	noninformative	2	2.0	3.0	2.0	3.5	4.2	4.2
baseline	11	11.0	5	word	word	informative	-6	2.7	1.2	2.0	7.2	6.3	3.9
