trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	11	11.0	8	numeric	word	noninformative	-3	2.5	3.0	2.7	3.8	0.5	4.5
math	22-1	21.0	20	word	word	informative	-1	2.1	6.5	3.0	3.6	0.5	6.6
math	28/20	1.4	-7	numeric	numeric	noninformative	-8	1.2	4.0	1.7	3.5	0.5	5.7
baseline	22	22.0	18	numeric	word	informative	-4	1.8	5.0	1.2	3.8	0.5	5.9
math	18/3	6.0	9	word	word	noninformative	3	2.6	7.3	2.5	4.5	0.5	4.0
baseline	7	7.0	3	word	numeric	informative	-4	2.0	4.5	1.3	3.4	0.5	7.0
baseline	5	5.0	13	word	word	informative	8	1.4	2.9	2.5	4.4	0.5	3.3
baseline	14	14.0	5	word	word	informative	-9	2.7	3.5	2.9	5.1	0.5	3.0
math	22*3	66.0	69	numeric	word	informative	3	2.9	4.5	1.1	3.5	0.5	3.8
math	5+16	21.0	18	word	numeric	noninformative	-3	3.0	3.3	1.9	5.7	0.5	3.6
math	9-8	1.0	-2	word	numeric	noninformative	-3	1.4	7.0	2.7	3.0	0.5	4.8
math	16/12	1.3	-2	word	numeric	informative	-3	2.9	4.7	1.3	4.1	0.5	4.3
math	25*2	50.0	49	numeric	word	noninformative	-1	1.5	5.5	2.5	3.8	0.5	5.9
math	17*1	17.0	18	numeric	numeric	informative	1	1.1	4.4	2.6	4.0	0.5	3.6
math	28-28	0.0	-2	numeric	word	noninformative	-2	2.9	4.1	2.4	3.7	0.5	5.3
baseline	19	19.0	17	numeric	word	noninformative	-2	2.8	5.8	1.3	6.1	0.5	4.7
math	6+14	20.0	24	numeric	numeric	informative	4	1.6	4.3	1.1	5.6	0.5	5.6
baseline	21	21.0	21	word	numeric	noninformative	0	1.3	2.6	2.3	3.7	0.5	4.2
math	21/12	1.8	2	numeric	numeric	noninformative	0	1.8	5.7	1.5	5.9	0.5	3.5
math	26+20	46.0	53	word	word	noninformative	7	2.0	3.0	3.0	4.3	0.5	4.5
math	11*3	33.0	35	word	numeric	informative	2	1.6	5.0	2.1	4.1	0.5	6.4
math	14-13	1.0	3	word	numeric	noninformative	2	1.9	3.7	1.1	3.2	0.5	4.3
math	28+26	54.0	57	numeric	word	informative	3	2.7	6.8	2.4	6.4	0.5	4.0
baseline	28	28.0	30	numeric	numeric	informative	2	2.1	3.0	2.3	4.2	0.5	3.6
