trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	26	26.0	26	word	numeric	noninformative	0	1.8	2.2	2.0	4.3	4.8	3.4
math	18-28	-10.0	-10	numeric	word	informative	0	2.4	1.8	2.0	6.5	4.9	6.8
math	11+14	25.0	30	word	numeric	informative	5	2.6	1.6	2.0	5.3	4.5	2.7
baseline	18	18.0	24	word	word	informative	6	2.2	1.5	2.0	3.8	6.6	3.2
math	10/4	2.5	6	word	word	noninformative	3	2.9	2.0	2.0	3.8	4.0	5.8
math	19-22	-3.0	-4	word	numeric	informative	-1	2.0	2.8	2.0	6.1	5.1	4.4
baseline	29	29.0	29	word	word	noninformative	0	2.3	1.0	2.0	5.3	4.6	5.5
math	2-22	-20.0	-25	word	word	noninformative	-5	1.3	2.8	2.0	4.3	3.9	4.9
baseline	12	12.0	5	numeric	numeric	informative	-7	2.1	1.5	2.0	3.8	7.0	2.8
math	15-21	-6.0	-16	numeric	numeric	informative	-10	1.3	1.3	2.0	3.4	6.7	2.6
baseline	8	8.0	11	numeric	numeric	informative	3	2.9	2.1	2.0	2.4	2.7	3.1
math	18*22	396.0	401	numeric	word	noninformative	5	2.6	1.8	2.0	4.9	4.2	5.4
math	19+3	22.0	24	word	numeric	noninformative	2	2.7	2.1	2.0	5.3	4.0	4.1
math	25+22	47.0	45	numeric	numeric	noninformative	-2	2.7	2.1	2.0	3.7	4.5	4.0
math	17*8	136.0	134	numeric	numeric	noninformative	-2	2.9	1.7	2.0	7.7	5.2	5.6
math	21/2	10.5	0	word	word	informative	-10	2.8	1.1	2.0	3.9	2.7	3.2
baseline	14	14.0	8	numeric	word	informative	-6	1.9	1.8	2.0	4.6	4.1	3.3
math	3*17	51.0	48	numeric	numeric	informative	-3	2.0	2.7	2.0	4.0	6.5	5.9
math	30/14	2.1	6	word	word	noninformative	4	1.4	2.9	2.0	2.7	5.2	4.3
math	10*5	50.0	49	numeric	word	noninformative	-1	1.8	1.1	2.0	5.0	5.0	7.0
math	4+15	19.0	20	word	numeric	informative	1	2.9	1.8	2.0	7.8	2.9	5.8
baseline	22	22.0	21	word	numeric	noninformative	-1	1.2	2.0	2.0	6.0	3.3	6.0
baseline	9	9.0	7	numeric	word	informative	-2	1.0	2.6	2.0	6.6	7.1	4.4
math	28/4	7.0	6	numeric	word	noninformative	-1	2.2	2.2	2.0	6.0	4.1	4.6
