trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	15+6	21.0	20	numeric	word	informative	-1	1.0	3.8	1.5	6.1	0.5	3.9
math	14/1	14.0	12	word	numeric	informative	-2	2.7	3.4	2.2	3.0	0.5	4.6
baseline	6	6.0	0	word	numeric	informative	-6	2.0	4.0	2.1	4.5	0.5	6.0
math	8+15	23.0	23	word	word	informative	0	1.7	3.6	2.8	4.8	0.5	4.2
math	20*19	380.0	379	word	numeric	informative	-1	1.8	4.4	3.0	5.7	0.5	3.6
math	8-14	-6.0	-7	numeric	word	informative	-1	3.0	5.0	2.5	3.8	0.5	3.9
baseline	7	7.0	4	word	numeric	noninformative	-3	1.4	7.4	1.5	4.2	0.5	3.3
baseline	16	16.0	15	numeric	numeric	noninformative	-1	2.4	4.2	1.6	3.5	0.5	4.2
math	14-18	-4.0	-2	word	numeric	noninformative	2	1.7	2.3	1.6	5.2	0.5	4.4
math	21/6	3.5	4	word	numeric	noninformative	0	1.4	3.7	2.2	4.9	0.5	5.7
baseline	10	10.0	12	word	numeric	noninformative	2	1.2	4.9	2.5	6.1	0.5	3.3
math	2-6	-4.0	-3	numeric	word	noninformative	1	2.3	3.5	1.3	4.2	0.5	4.6
baseline	11	11.0	13	numeric	numeric	informative	2	3.0	3.5	1.6	3.0	0.5	3.2
math	8+8	16.0	10	numeric	word	informative	-6	2.9	4.4	3.0	4.4	0.5	5.9
math	29/8	3.6	9	numeric	word	noninformative	5	1.0	3.2	2.0	3.8	0.5	6.7
baseline	14	14.0	4	word	word	informative	-10	1.5	4.4	1.1	8.0	0.5	3.5
math	22*30	660.0	664	numeric	word	informative	4	1.9	4.1	1.8	4.5	0.5	3.8
math	22*28	616.0	607	numeric	word	noninformative	-9	2.7	4.4	2.5	5.2	0.5	5.0
math	18*23	414.0	421	numeric	word	noninformative	7	1.9	4.3	2.0	3.3	0.5	4.7
baseline	18	18.0	15	numeric	word	informative	-3	1.9	7.1	2.6	3.3	0.5	8.0
math	21/18	1.2	2	word	numeric	informative	1	1.5	4.3	1.9	3.7	0.5	6.7
math	1-11	-10.0	-11	word	numeric	noninformative	-1	2.5	6.0	2.8	6.0	0.5	7.4
baseline	13	13.0	18	numeric	numeric	noninformative	5	2.6	3.3	2.8	5.6	0.5	3.9
math	9+14	23.0	24	word	word	noninformative	1	2.9	4.4	1.6	3.4	0.5	8.3
