trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	25/9	2.8	-2	word	word	noninformative	-5	2.6	3.8	2.9	5.0	0.5	4.3
math	25-30	-5.0	-9	word	word	noninformative	-4	3.0	4.4	1.0	5.6	0.5	5.5
math	11-29	-18.0	-17	numeric	word	informative	1	1.3	4.9	2.7	5.6	0.5	4.2
baseline	17	17.0	22	word	word	informative	5	1.5	3.1	1.8	6.9	0.5	4.9
math	25/6	4.2	12	word	numeric	noninformative	8	2.5	2.9	1.3	4.7	0.5	4.9
baseline	2	2.0	0	numeric	word	informative	-2	1.8	3.3	2.1	5.6	0.5	4.4
math	15+4	19.0	14	numeric	numeric	noninformative	-5	1.9	4.0	1.5	3.6	0.5	3.1
baseline	19	19.0	18	word	numeric	informative	-1	2.5	2.7	1.6	4.3	0.5	4.0
baseline	29	29.0	27	word	numeric	noninformative	-2	2.6	7.2	2.5	3.9	0.5	5.3
baseline	11	11.0	1	numeric	numeric	informative	-10	2.1	8.0	2.5	7.7	0.5	5.8
math	21*19	399.0	402	word	numeric	informative	3	2.9	3.9	1.9	3.8	0.5	3.6
math	4+27	31.0	30	numeric	word	informative	-1	2.6	3.2	1.2	3.7	0.5	4.4
math	20/6	3.3	1	word	numeric	noninformative	-2	1.6	3.2	2.0	5.7	0.5	5.1
math	28*3	84.0	79	word	word	informative	-5	2.1	4.7	2.4	3.7	0.5	4.2
math	16*13	208.0	201	numeric	word	informative	-7	1.7	4.7	1.5	5.4	0.5	6.1
math	17+22	39.0	41	word	numeric	noninformative	2	1.4	3.9	2.7	6.3	0.5	4.6
math	14+25	39.0	35	numeric	word	informative	-4	3.0	2.4	1.7	3.6	0.5	3.6
baseline	21	21.0	26	numeric	word	noninformative	5	1.6	4.2	1.7	3.5	0.5	4.7
baseline	23	23.0	17	word	numeric	noninformative	-6	2.9	5.5	1.7	4.0	0.5	5.2
math	14-1	13.0	5	numeric	word	noninformative	-8	1.9	5.7	2.8	2.8	0.5	4.8
math	3-13	-10.0	-10	numeric	numeric	informative	0	2.5	3.8	1.9	7.0	0.5	5.5
math	3*10	30.0	29	numeric	numeric	noninformative	-1	1.2	3.9	1.8	3.7	0.5	3.5
baseline	15	15.0	17	numeric	word	noninformative	2	2.6	2.8	1.9	4.6	0.5	6.0
math	26/18	1.4	4	word	numeric	informative	3	2.7	4.5	1.8	4.5	0.5	9.0
