trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	13-21	-8.0	-10	word	numeric	informative	-2	1.8	2.8	2.0	2.9	4.5	3.6
math	28+10	38.0	37	word	numeric	informative	-1	1.2	2.8	2.0	6.7	2.9	5.4
math	13/10	1.3	2	word	word	informative	1	2.5	2.3	2.0	2.6	2.9	6.0
math	2*21	42.0	46	numeric	numeric	noninformative	4	1.1	2.4	2.0	4.2	3.8	3.5
math	22*20	440.0	440	word	word	informative	0	2.4	1.0	2.0	7.3	6.5	2.8
math	3+30	33.0	35	numeric	word	informative	2	1.5	1.8	2.0	3.2	4.7	4.6
baseline	5	5.0	4	numeric	numeric	informative	-1	1.6	2.6	2.0	2.6	6.8	3.5
baseline	20	20.0	19	numeric	word	noninformative	-1	1.2	2.1	2.0	4.8	6.0	4.6
math	12/2	6.0	15	numeric	numeric	informative	9	2.9	1.8	2.0	7.3	4.8	5.1
math	12-15	-3.0	-4	numeric	word	noninformative	-1	2.7	2.7	2.0	3.5	5.8	5.5
math	1*13	13.0	12	numeric	word	informative	-1	2.9	1.3	2.0	3.5	4.0	3.4
baseline	15	15.0	12	word	word	noninformative	-3	3.0	2.4	2.0	2.9	4.2	5.2
math	25/18	1.4	11	word	numeric	noninformative	10	2.2	2.9	2.0	3.2	5.5	4.9
math	15/8	1.9	3	numeric	word	noninformative	1	2.2	2.2	2.0	4.3	3.7	3.6
math	22+6	28.0	30	word	numeric	informative	2	1.4	2.0	2.0	5.0	5.2	4.4
math	8+8	16.0	17	word	numeric	informative	1	2.3	2.6	2.0	3.3	5.6	4.3
baseline	18	18.0	23	numeric	numeric	noninformative	5	3.0	1.3	2.0	3.9	4.0	5.1
baseline	12	12.0	3	numeric	numeric	noninformative	-9	2.5	1.3	2.0	5.4	3.6	3.7
math	13-19	-6.0	-12	numeric	word	informative	-6	1.5	2.9	2.0	7.5	5.7	4.7
baseline	2	2.0	-8	numeric	word	noninformative	-10	2.3	2.7	2.0	3.8	6.0	5.3
math	22*21	462.0	466	word	numeric	informative	4	1.6	2.8	2.0	5.3	6.4	4.8
baseline	14	14.0	6	word	numeric	noninformative	-8	2.4	2.8	2.0	4.6	4.8	7.1
baseline	10	10.0	9	word	word	noninformative	-1	2.1	3.0	2.0	4.1	4.6	3.6
math	6-29	-23.0	-33	word	word	noninformative	-10	2.5	1.8	2.0	6.5	4.0	3.8
