trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	20-3	17.0	25	word	word	noninformative	8	1.7	6.7	1.7	5.1	0.5	2.5
math	22*2	44.0	35	numeric	numeric	noninformative	-9	1.4	4.3	2.6	3.1	0.5	7.2
baseline	15	15.0	24	word	numeric	informative	9	1.7	4.1	1.1	5.9	0.5	6.5
baseline	12	12.0	14	word	numeric	noninformative	2	2.6	4.5	2.4	4.1	0.5	2.9
math	6+27	33.0	33	numeric	numeric	noninformative	0	2.8	3.0	1.2	5.3	0.5	4.9
baseline	18	18.0	20	word	word	informative	2	2.7	4.8	2.7	3.8	0.5	4.2
math	27-12	15.0	17	numeric	word	informative	2	1.8	3.9	2.9	7.2	0.5	4.4
math	12-24	-12.0	-11	word	word	informative	1	2.2	3.8	2.2	4.6	0.5	4.4
math	27*13	351.0	352	numeric	word	informative	1	1.7	4.8	2.2	3.6	0.5	2.4
math	26/18	1.4	5	numeric	numeric	noninformative	4	1.4	4.2	2.3	3.4	0.5	3.9
baseline	17	17.0	15	numeric	word	noninformative	-2	1.4	7.0	1.8	4.9	0.5	3.6
baseline	4	4.0	5	numeric	word	informative	1	3.0	3.9	1.7	5.7	0.5	6.0
math	26/12	2.2	6	word	numeric	informative	4	1.7	7.5	1.9	3.0	0.5	4.8
math	30/25	1.2	0	word	numeric	informative	-1	1.6	2.9	2.7	2.9	0.5	3.0
math	20/14	1.4	-8	numeric	numeric	noninformative	-9	1.7	6.2	2.2	5.3	0.5	4.0
math	7+15	22.0	19	numeric	word	informative	-3	1.3	3.6	2.4	4.4	0.5	3.8
baseline	3	3.0	4	numeric	numeric	noninformative	1	2.9	3.1	1.6	4.0	0.5	4.0
baseline	10	10.0	1	numeric	word	noninformative	-9	1.5	5.4	2.4	3.8	0.5	4.3
math	5-14	-9.0	-7	word	numeric	informative	2	2.9	6.3	1.2	3.9	0.5	4.5
math	27+15	42.0	49	word	word	noninformative	7	2.9	3.4	2.0	4.8	0.5	3.9
math	29*22	638.0	634	word	word	noninformative	-4	1.6	5.5	2.1	5.1	0.5	5.0
math	13*15	195.0	199	word	numeric	informative	4	1.8	3.4	2.1	5.9	0.5	6.7
math	25+1	26.0	26	numeric	word	noninformative	0	1.3	3.5	1.9	3.4	0.5	4.8
baseline	5	5.0	-5	word	numeric	informative	-10	2.1	4.3	2.2	3.9	0.5	15.9
