trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	6	6.0	7	word	numeric	noninformative	1	2.2	5.2	2.6	7.5	0.5	3.8
math	27/20	1.4	-8	numeric	word	noninformative	-9	2.3	6.7	2.6	3.7	0.5	3.5
math	22/2	11.0	14	word	numeric	informative	3	1.6	4.4	2.6	5.2	0.5	5.2
baseline	26	26.0	16	numeric	word	noninformative	-10	2.9	4.5	1.2	3.4	0.5	4.3
baseline	25	25.0	26	numeric	numeric	noninformative	1	2.1	6.2	2.9	4.8	0.5	3.3
math	1+13	14.0	15	word	word	informative	1	2.3	2.6	2.7	3.5	0.5	4.0
math	14-15	-1.0	2	numeric	numeric	informative	3	3.0	5.3	1.5	5.4	0.5	5.0
math	27*12	324.0	325	word	word	informative	1	2.5	3.3	2.0	3.8	0.5	3.7
baseline	1	1.0	8	numeric	word	informative	7	2.1	3.2	2.0	4.6	0.5	4.7
baseline	15	15.0	13	word	word	noninformative	-2	2.5	4.7	2.3	3.1	0.5	4.9
math	22-23	-1.0	2	numeric	word	informative	3	1.5	7.4	1.4	3.6	0.5	7.5
math	18-15	3.0	2	numeric	numeric	informative	-1	1.8	4.2	1.8	3.0	0.5	5.0
baseline	2	2.0	-6	word	word	noninformative	-8	2.7	5.3	1.6	5.6	0.5	5.2
math	15*17	255.0	255	word	numeric	informative	0	1.8	4.5	1.6	3.5	0.5	3.6
math	12*9	108.0	101	numeric	word	noninformative	-7	1.9	3.6	2.1	3.5	0.5	4.0
math	16*5	80.0	78	numeric	word	informative	-2	2.4	7.5	2.7	3.5	0.5	5.0
baseline	30	30.0	33	word	numeric	noninformative	3	1.4	4.1	2.9	3.5	0.5	5.7
math	21+3	24.0	23	numeric	numeric	noninformative	-1	1.1	3.9	1.9	3.1	0.5	4.5
math	29+4	33.0	36	numeric	word	informative	3	2.2	4.9	1.9	4.0	0.5	3.7
math	11/9	1.2	-1	word	numeric	noninformative	-2	2.2	4.3	2.9	3.1	0.5	4.8
math	19/3	6.3	3	word	numeric	informative	-3	2.7	2.6	1.3	3.1	0.5	5.6
math	22+3	25.0	18	word	numeric	noninformative	-7	1.1	4.3	1.4	4.6	0.5	4.3
math	26-8	18.0	23	word	word	noninformative	5	2.1	4.2	1.9	5.0	0.5	4.5
baseline	16	16.0	18	numeric	numeric	informative	2	1.8	3.5	2.9	4.8	0.5	16.0
