trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	5+21	26.0	36	numeric	numeric	informative	10	1.0	1.6	2.0	3.7	3.9	3.7
baseline	15	15.0	7	word	word	informative	-8	2.5	1.7	2.0	5.8	4.7	4.5
math	14-18	-4.0	-6	word	numeric	noninformative	-2	1.7	1.2	2.0	4.9	6.6	4.2
math	28*22	616.0	607	word	word	informative	-9	1.1	1.6	2.0	6.1	4.9	4.8
math	28/1	28.0	31	word	numeric	noninformative	3	2.0	2.0	2.0	4.8	5.2	3.8
math	18*29	522.0	522	word	numeric	informative	0	2.1	2.2	2.0	5.0	4.2	3.5
baseline	23	23.0	23	numeric	numeric	informative	0	2.7	2.2	2.0	5.9	7.6	7.3
math	22-3	19.0	10	numeric	numeric	noninformative	-9	2.5	1.7	2.0	5.2	5.9	2.8
baseline	2	2.0	3	numeric	word	noninformative	1	2.2	2.1	2.0	4.6	5.7	2.5
baseline	6	6.0	0	word	numeric	noninformative	-6	3.0	1.6	2.0	2.8	4.8	7.1
math	10+5	15.0	6	numeric	numeric	informative	-9	2.0	1.9	2.0	5.0	5.6	5.1
baseline	6	6.0	13	numeric	numeric	noninformative	7	1.9	1.9	2.0	4.9	5.8	5.3
math	29-22	7.0	8	word	word	informative	1	2.8	2.8	2.0	4.3	5.8	5.1
math	28+17	45.0	37	word	word	noninformative	-8	1.9	1.4	2.0	3.1	5.8	3.7
math	5*10	50.0	59	numeric	word	noninformative	9	2.5	2.0	2.0	4.2	3.7	4.4
math	30/11	2.7	3	numeric	numeric	noninformative	0	1.3	1.4	2.0	5.0	2.8	5.6
math	14/8	1.8	5	numeric	word	informative	3	2.5	2.2	2.0	5.3	3.3	6.4
baseline	4	4.0	5	word	word	informative	1	1.4	2.5	2.0	3.2	6.6	6.2
math	9*8	72.0	74	numeric	word	noninformative	2	2.1	1.3	2.0	4.9	4.0	4.0
math	7-22	-15.0	-14	numeric	word	informative	1	1.4	1.8	2.0	6.3	5.5	4.6
baseline	8	8.0	8	word	word	informative	0	1.8	2.1	2.0	4.5	4.4	5.4
math	20/13	1.5	4	word	numeric	informative	2	2.8	2.3	2.0	3.9	5.0	5.6
math	19+3	22.0	25	numeric	numeric	noninformative	3	2.8	2.8	2.0	3.6	4.7	3.8
baseline	24	24.0	26	word	word	noninformative	2	1.3	1.2	2.0	1.9	4.5	3.9
