trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	20*22	440.0	436	numeric	numeric	informative	-4	2.6	2.1	2.0	5.1	4.5	5.3
baseline	5	5.0	4	word	numeric	informative	-1	2.7	1.3	2.0	2.9	7.0	7.6
math	29/12	2.4	1	word	word	informative	-1	2.5	2.3	2.0	2.9	4.1	2.9
baseline	23	23.0	19	numeric	numeric	informative	-4	2.9	1.2	2.0	4.0	4.3	7.0
math	19-12	7.0	8	numeric	numeric	noninformative	1	2.9	2.8	2.0	6.8	3.9	5.7
math	24+26	50.0	51	word	word	noninformative	1	2.2	2.1	2.0	3.3	6.6	3.9
math	28/16	1.8	10	numeric	word	noninformative	8	2.2	2.8	2.0	6.0	3.5	6.3
math	12*3	36.0	38	numeric	word	informative	2	1.3	2.2	2.0	3.6	4.7	3.6
math	22+26	48.0	57	word	word	informative	9	1.5	2.2	2.0	3.0	3.2	5.5
math	2*18	36.0	34	word	word	informative	-2	2.6	2.8	2.0	3.9	5.9	3.8
math	3*25	75.0	70	word	word	noninformative	-5	2.6	2.8	2.0	6.9	6.0	3.7
math	11-14	-3.0	-2	word	numeric	noninformative	1	1.4	2.6	2.0	4.7	2.9	4.6
baseline	4	4.0	1	numeric	numeric	noninformative	-3	2.8	1.9	2.0	4.4	3.2	4.4
baseline	23	23.0	24	numeric	numeric	informative	1	2.1	2.4	2.0	4.2	7.7	4.1
baseline	14	14.0	13	word	word	noninformative	-1	1.9	2.0	2.0	3.5	3.8	4.1
math	19-27	-8.0	2	numeric	numeric	noninformative	10	2.2	1.3	2.0	4.8	5.8	3.9
math	17-19	-2.0	-5	numeric	numeric	informative	-3	2.6	1.2	2.0	4.2	3.1	3.9
baseline	13	13.0	9	numeric	word	noninformative	-4	2.2	2.6	2.0	2.5	7.6	3.6
baseline	25	25.0	27	word	word	informative	2	3.0	2.1	2.0	7.5	5.1	3.3
math	28/4	7.0	6	word	numeric	noninformative	-1	1.4	1.2	2.0	4.7	4.9	3.4
math	7+13	20.0	15	numeric	numeric	noninformative	-5	2.6	1.2	2.0	4.1	4.2	3.8
baseline	19	19.0	16	word	word	noninformative	-3	2.4	1.3	2.0	3.9	4.3	4.8
math	28/28	1.0	-6	word	word	informative	-7	2.9	2.3	2.0	5.5	4.1	3.9
math	9+27	36.0	35	numeric	numeric	informative	-1	1.4	2.6	2.0	4.3	7.1	6.5
