trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	24/12	2.0	1	numeric	word	informative	-1	1.2	4.6	1.8	5.2	0.5	7.3
math	23+8	31.0	32	word	word	noninformative	1	1.3	3.2	2.9	3.7	0.5	5.8
math	18/6	3.0	4	numeric	numeric	noninformative	1	1.1	2.8	1.1	4.3	0.5	4.2
math	13+21	34.0	28	numeric	numeric	informative	-6	2.4	5.2	1.9	3.2	0.5	4.9
baseline	22	22.0	22	word	word	noninformative	0	1.1	8.0	1.3	6.6	0.5	6.6
math	1+6	7.0	6	numeric	word	informative	-1	1.4	5.1	1.5	4.5	0.5	5.1
math	18-2	16.0	24	numeric	word	informative	8	2.8	4.3	2.5	3.6	0.5	3.9
baseline	30	30.0	34	numeric	numeric	informative	4	2.9	4.2	2.9	4.7	0.5	7.2
baseline	6	6.0	1	word	word	noninformative	-5	1.4	4.5	1.9	4.5	0.5	3.1
baseline	11	11.0	14	word	numeric	noninformative	3	1.9	4.1	1.8	2.8	0.5	7.5
math	27-6	21.0	20	numeric	numeric	informative	-1	1.8	5.2	1.8	5.2	0.5	4.3
math	29/3	9.7	1	word	word	informative	-9	1.6	2.9	2.1	6.3	0.5	3.4
baseline	14	14.0	15	word	numeric	informative	1	2.2	5.3	1.2	5.3	0.5	5.5
baseline	4	4.0	-2	word	numeric	noninformative	-6	1.4	5.8	3.0	5.6	0.5	4.2
math	14-21	-7.0	-6	numeric	word	informative	1	1.2	3.6	1.5	3.1	0.5	3.3
math	30+11	41.0	50	numeric	numeric	informative	9	1.5	5.3	2.6	4.3	0.5	3.6
math	30*11	330.0	331	numeric	word	noninformative	1	1.3	3.9	2.5	3.8	0.5	4.3
math	17*18	306.0	308	word	word	noninformative	2	2.2	3.8	2.1	5.5	0.5	3.6
math	10/1	10.0	9	numeric	word	noninformative	-1	1.2	3.3	1.5	4.3	0.5	5.4
math	18*24	432.0	424	word	numeric	noninformative	-8	1.8	3.3	1.5	5.6	0.5	5.1
baseline	11	11.0	5	word	numeric	informative	-6	1.8	6.1	1.0	6.4	0.5	6.2
math	9-24	-15.0	-17	numeric	numeric	noninformative	-2	2.7	3.6	1.7	5.3	0.5	3.6
baseline	26	26.0	31	word	word	informative	5	1.7	2.7	1.6	3.9	0.5	7.5
math	1*20	20.0	29	word	numeric	noninformative	9	2.4	7.4	1.9	4.8	0.5	7.8
